vt_symbol,name,date,ym,组,出手,通道,位置,夹层,曾收顶上,res,D1开%,D1收%,板留%,距顶%,坑深%,弹回%,坑宽,ma_st,上波高,昨幅%,昨上影%,昨涨停家,is_wv,v3grp,is_lim,n1_lim,prev_lim
000767.SZSE,晋控电力,2023-07-12,2023-07,2板补涨阴,False,,U坑内,,False,炸板,-8.56,-8.82,-8.82,-5.99,-5.99,0.0,2,++-,2,-5.99,0.52,26.0,False,,False,False,False
000783.SZSE,长江证券,2026-05-11,2026-05,2板补涨阴,False,,U坑内,,False,炸板,-3.98,-1.11,-1.11,-6.48,-6.48,0.0,3,+++,2,-1.44,0.24,89.0,False,,False,False,False
000783.SZSE,长江证券,2026-06-25,2026-06,2板补涨阴,False,,无U,,False,封D1负,-1.58,-3.84,-3.84,-2.43,-2.43,0.0,2,++-,2,-2.43,3.17,87.0,False,,True,False,False
000801.SZSE,四川九洲,2024-03-28,2024-03,2板补涨阴,False,,U坑内,,False,炸板,-0.9,-1.36,-1.36,-19.26,-19.26,0.0,6,+++,2,-3.29,2.16,39.0,False,,False,False,False
000801.SZSE,四川九洲,2024-04-17,2024-04,2板补涨阴,False,,U坑内,,False,炸板,0.26,3.12,3.12,-29.83,-29.83,0.0,18,--+,2,-4.64,1.82,16.0,False,,False,False,False
000803.SZSE,山高环能,2024-04-17,2024-04,2板补涨阴,False,,U坑内,,False,炸板,-1.91,-4.07,-4.07,-32.26,-32.26,0.0,7,-++,2,-7.54,0.24,16.0,False,,False,False,False
000803.SZSE,山高环能,2024-11-15,2024-11,2板补涨阴,False,,U坑内,,True,封D1正,4.49,0.98,0.98,-10.23,-10.23,0.0,9,-++,2,-2.11,0.0,27.0,False,,True,False,False
000811.SZSE,冰轮环境,2026-08-17,2026-08,2板补涨阴,False,,无U,,True,封D1负,1.0,-3.15,-3.15,3.85,2.13,1.69,8,+--,2,0.24,1.27,51.0,False,,True,False,False
000815.SZSE,美利云,2026-04-16,2026-04,2板补涨阴,False,,无U,,True,封D1负,3.56,-2.75,-2.75,4.5,-2.59,7.28,19,+++,2,-3.44,0.05,53.0,False,,True,False,False
000818.SZSE,航锦科技,2026-05-22,2026-05,2板补涨阴,False,,U坑内,,True,封D1正,4.35,1.62,1.62,-21.14,-21.14,0.0,11,-++,2,-6.76,0.0,32.0,False,,True,False,False
000819.SZSE,岳阳兴长,2025-10-21,2025-10,2板补涨阴,False,,U坑内,,True,炸板,-1.93,-4.38,-4.38,-11.28,-11.82,0.62,7,+++,2,0.62,0.17,66.0,False,,False,False,False
000820.SZSE,神雾节能,2025-01-21,2025-01,2板补涨阴,False,,U坑内,,True,封D1负,-0.75,-6.52,-6.52,-6.68,-9.0,2.54,8,++-,2,-5.47,0.0,62.0,False,,True,False,False
000829.SZSE,天音控股,2023-11-21,2023-11,2板补涨阴,False,,U坑内,,True,炸板,-8.22,1.44,1.44,-6.21,-6.21,0.0,9,+++,2,-1.2,0.74,50.0,False,,False,False,False
000863.SZSE,三湘印象,2024-12-18,2024-12,2板补涨阴,False,,U坑内,,False,封D1负,-4.03,-9.79,-9.79,-8.14,-8.14,0.0,2,+++,2,-8.14,0.0,25.0,False,,True,False,False
000863.SZSE,三湘印象,2025-12-26,2025-12,2板补涨阴,False,,U坑内,,False,封D1正,3.55,8.53,8.53,-9.7,-9.7,0.0,5,++-,2,-2.48,0.38,72.0,False,,True,False,False
000877.SZSE,天山股份,2025-08-08,2025-08,2板补涨阴,False,,U坑内,,False,封D1正,6.72,7.76,7.76,-13.04,-13.7,0.76,13,-++,2,0.38,0.57,47.0,False,,True,False,False
000880.SZSE,潍柴重机,2024-12-25,2024-12,2板补涨阴,False,,无U,,True,连板,-3.8,9.98,13.42,6.32,6.32,0.0,2,++-,2,6.32,2.36,62.0,True,05,True,True,False
000880.SZSE,潍柴重机,2025-01-07,2025-01,2板补涨阴,False,,U坑内,,True,封D1正,-0.11,4.16,4.16,-11.56,-11.56,0.0,7,+++,2,-0.73,2.67,52.0,False,,True,False,False
000880.SZSE,潍柴重机,2025-02-14,2025-02,2板补涨阴,True,U坑,U坑内,,False,封D1正,3.3,6.95,6.95,-7.18,-16.81,11.57,12,+++,2,-3.81,1.88,45.0,False,,True,False,False
000880.SZSE,潍柴重机,2026-02-03,2026-02,2板补涨阴,False,,U坑内,,True,炸板,-1.24,-3.9,-3.9,-8.0,-8.0,0.0,8,-++,2,-4.16,1.02,32.0,False,,False,False,False
000882.SZSE,华联股份,2025-01-02,2025-01,2板补涨阴,False,,U坑内,,True,连板,0.44,10.04,-0.87,-24.64,-24.64,0.0,14,--+,2,-5.02,2.28,39.0,True,05,True,True,False
000882.SZSE,华联股份,2025-01-20,2025-01,2板补涨阴,False,,U坑内,,True,连板,3.52,10.16,32.03,-7.54,-14.68,8.37,11,++-,2,-5.67,0.4,47.0,True,05,True,True,False
000888.SZSE,峨眉山Ａ,2023-06-05,2023-06,2板补涨阴,False,,U坑内,,False,封D1负,0.55,-2.45,-2.45,-6.43,-6.43,0.0,2,+++,2,-6.43,3.82,45.0,False,,True,False,False
000889.SZSE,中嘉博创,2026-05-28,2026-05,2板补涨阴,False,,U坑内,,False,封D1负,-0.47,-6.05,-6.05,-26.92,-26.92,0.0,15,--+,2,-0.76,0.76,45.0,False,,True,False,False
000892.SZSE,欢瑞世纪,2025-06-26,2025-06,2板补涨阴,False,,U坑内,,False,封D1正,-2.92,1.25,1.25,-5.83,-5.83,0.0,2,+++,2,-5.83,0.43,50.0,False,,True,False,False
000892.SZSE,欢瑞世纪,2025-07-03,2025-07,2板补涨阴,False,,U坑内,,True,封D1负,1.25,-0.62,-0.62,-5.62,-5.83,0.23,7,+++,2,-7.61,2.11,51.0,False,,True,False,False
000892.SZSE,欢瑞世纪,2025-11-21,2025-11,2板补涨阴,False,,U坑内,,True,连板,5.19,9.97,19.95,-15.29,-15.29,0.0,14,-++,2,-2.06,0.0,35.0,True,03,True,True,False
000892.SZSE,欢瑞世纪,2026-08-04,2026-08,2板补涨阴,False,,U坑内,,True,封D1负,-2.16,-1.92,-1.92,-9.76,-28.81,26.76,17,+-+,2,2.71,1.36,69.0,False,,True,False,False
000901.SZSE,航天科技,2025-08-08,2025-08,2板补涨阴,False,,U坑内,,False,连板,5.07,10.03,12.98,-4.23,-4.23,0.0,2,+++,2,-4.23,0.99,47.0,True,01,True,True,False
000901.SZSE,航天科技,2025-08-13,2025-08,2板补涨阴,False,,无U,,True,封D1正,4.84,4.51,4.51,2.68,2.68,0.0,2,+++,2,2.68,0.0,42.0,False,,True,False,False
000905.SZSE,厦门港务,2025-04-09,2025-04,2板补涨阴,False,,U坑内,,False,封D1正,-0.13,5.08,5.08,-19.59,-19.59,0.0,15,--+,2,-2.51,3.21,99.0,False,,True,False,False
000917.SZSE,电广传媒,2023-06-12,2023-06,2板补涨阴,False,,无U,,True,连板,2.36,10.05,4.09,9.08,2.68,6.23,7,++-,2,1.38,2.77,57.0,True,02,True,True,False
000919.SZSE,金陵药业,2026-04-15,2026-04,2板补涨阴,False,,U坑内,,False,封D1正,2.78,0.48,0.48,-15.71,-18.63,3.59,5,+++,2,3.59,2.9,49.0,False,,True,False,False
000920.SZSE,沃顿科技,2026-07-16,2026-07,2板补涨阴,False,,U坑内,,False,封D1负,-0.57,-1.06,-1.06,-8.34,-8.34,0.0,3,+-+,2,-6.81,0.29,65.0,False,,True,False,False
000925.SZSE,众合科技,2024-12-26,2024-12,2板补涨阴,False,,U坑内,,False,封D1负,0.0,-2.54,-2.54,-9.96,-12.69,3.13,19,--+,2,-4.19,2.21,31.0,False,,True,False,False
000927.SZSE,中国铁物,2026-03-31,2026-03,2板补涨阴,False,,U坑内,,False,封D1负,-0.6,-5.09,-5.09,-8.98,-8.98,0.0,3,+-+,2,-2.88,0.96,55.0,False,,True,False,False
000927.SZSE,中国铁物,2026-04-10,2026-04,2板补涨阴,False,,U坑内,,False,炸板,-5.41,-7.21,-7.21,-9.28,-9.28,0.0,10,-++,2,-3.19,1.6,50.0,False,,False,False,False
000948.SZSE,南天信息,2024-09-19,2024-09,2板补涨阴,False,,U坑内,,False,连板,6.35,10.03,13.89,-6.13,-6.13,0.0,2,+++,2,-6.13,0.0,21.0,True,05,True,True,False
000948.SZSE,南天信息,2024-10-30,2024-10,2板补涨阴,False,,U坑内,,True,封D1正,4.67,3.61,3.61,-5.53,-10.0,4.97,16,-++,2,-1.4,3.11,93.0,False,,True,False,False
000950.SZSE,重药控股,2023-05-09,2023-05,2板补涨阴,False,,无U,,True,封D1负,2.51,-0.5,-0.5,2.99,1.14,1.83,7,,2,-1.5,0.82,48.0,False,,True,False,False
000950.SZSE,重药控股,2025-12-15,2025-12,2板补涨阴,False,,U坑内,,False,封D1负,0.0,-3.09,-3.09,-4.34,-4.34,0.0,2,++-,2,-4.34,0.31,67.0,False,,True,False,False
000953.SZSE,中哲精化,2024-11-25,2024-11,2板补涨阴,False,,U坑内,,False,连板,6.98,10.02,15.21,-18.06,-18.06,0.0,17,--+,2,-4.33,0.0,60.0,True,02,True,True,False
000955.SZSE,欣龙控股,2024-12-05,2024-12,2板补涨阴,False,,U坑内,,False,封D1正,2.01,4.85,4.85,-6.04,-6.04,0.0,2,+++,2,-6.04,1.9,69.0,False,,True,False,False
000955.SZSE,欣龙控股,2024-12-11,2024-12,2板补涨阴,False,,U坑内,,True,炸板,-6.32,-5.81,-5.81,-8.12,-8.12,0.0,6,+++,2,-5.67,1.95,82.0,False,,False,False,False
000955.SZSE,欣龙控股,2025-11-11,2025-11,2板补涨阴,False,,U坑内,,True,炸板,-4.75,-5.73,-5.73,-4.55,-4.55,0.0,6,+++,2,-2.25,2.25,56.0,False,,False,False,False
000955.SZSE,欣龙控股,2025-11-18,2025-11,2板补涨阴,False,,U突破,,True,封D1负,-1.43,-6.89,-6.89,12.17,-4.55,17.51,11,+++,2,3.66,0.0,69.0,False,,True,False,False
000962.SZSE,东方钽业,2026-02-25,2026-02,2板补涨阴,False,,U坑内,,False,封D1正,3.49,7.17,7.17,-4.78,-4.78,0.0,3,+++,2,-2.16,0.0,82.0,False,,True,False,False
000967.SZSE,盈峰环境,2026-05-13,2026-05,2板补涨阴,False,,U坑内,,False,炸板,-2.17,-6.5,-6.5,-15.65,-15.65,0.0,4,+++,2,-6.61,0.34,50.0,False,,False,False,False
000968.SZSE,蓝焰控股,2026-03-19,2026-03,2板补涨阴,False,,U坑内,,True,封D1正,-1.73,4.99,4.99,-14.31,-14.31,0.0,12,-++,2,-2.73,0.44,45.0,False,,True,False,False
000969.SZSE,安泰科技,2025-11-13,2025-11,2板补涨阴,False,,U坑内,,True,炸板,-4.91,-9.44,-9.44,-16.23,-16.23,0.0,12,-++,2,-4.23,0.05,48.0,False,,False,False,False
000969.SZSE,安泰科技,2026-01-14,2026-01,2板补涨阴,False,,无U,,True,炸板,-9.96,-11.44,-11.44,2.09,2.09,0.0,2,+++,2,2.09,0.0,52.0,False,,False,False,False
000977.SZSE,浪潮信息,2026-07-20,2026-07,2板补涨阴,False,,U坑内,,True,炸板,-4.51,4.13,4.13,-9.99,-9.99,0.0,7,+++,2,-8.94,1.02,29.0,False,,False,False,False
000980.SZSE,众泰汽车,2023-07-06,2023-07,2板补涨阴,False,,无U,,True,封D1负,0.29,-2.06,-2.06,3.36,3.36,0.0,2,++-,2,3.36,0.0,19.0,False,,True,False,False
000980.SZSE,众泰汽车,2023-07-17,2023-07,2板补涨阴,False,,U坑内,,False,封D1正,1.11,9.7,9.7,-12.53,-12.53,0.0,3,+++,2,-4.37,0.87,29.0,False,,True,False,False
000980.SZSE,众泰汽车,2023-08-29,2023-08,2板补涨阴,False,,U坑内,,False,封D1正,2.97,0.81,0.81,-30.58,-30.79,0.3,20,---,2,0.3,0.3,28.0,False,,True,False,False
000980.SZSE,众泰汽车,2025-10-13,2025-10,2板补涨阴,False,,无U,,False,封D1负,6.06,-9.09,-9.09,11.46,0.62,10.77,18,+++,2,-0.55,0.28,53.0,False,,True,False,False
000981.SZSE,山子高科,2025-01-16,2025-01,2板补涨阴,False,,U坑内,,True,炸板,-3.97,-6.35,-6.35,-5.37,-9.09,4.09,9,-+-,2,-2.97,1.27,54.0,False,,False,False,False
000981.SZSE,山子高科,2025-02-05,2025-02,2板补涨阴,False,,U坑内,,True,炸板,-4.48,-3.14,-3.14,-16.12,-16.12,0.0,17,---,2,-6.02,2.78,35.0,False,,False,False,False
000981.SZSE,山子高科,2026-01-14,2026-01,2板补涨阴,False,,无U,,True,封D1负,-0.35,-10.05,-10.05,41.1,-3.01,45.48,15,+++,2,0.39,3.51,52.0,False,,True,False,False
000987.SZSE,越秀资本,2024-10-14,2024-10,2板补涨阴,False,,U坑内,,False,封D1负,-1.63,-5.44,-5.44,-11.87,-11.87,0.0,4,+++,2,-2.91,1.45,28.0,False,,True,False,False
000995.SZSE,皇台酒业,2023-09-01,2023-09,2板补涨阴,True,U坑,U坑内,,False,炸板,-4.61,2.62,2.62,-18.33,-20.16,2.29,9,-++,2,-1.62,0.0,23.0,False,,False,False,False
001202.SZSE,炬申股份,2025-09-19,2025-09,2板补涨阴,False,,U坑内,,False,炸板,-9.19,-8.01,-8.01,-7.99,-10.01,2.24,5,+++,2,-1.91,1.28,45.0,False,,False,False,False
001202.SZSE,炬申股份,2026-01-21,2026-01,2板补涨阴,True,U坑,U坑内,,False,连板,4.51,10.0,0.54,-5.61,-5.61,0.0,6,+++,2,-3.37,0.37,50.0,True,02,True,True,False
001205.SZSE,盛航股份,2024-02-21,2024-02,2板补涨阴,False,,无U,,False,炸板,-6.4,-3.3,-3.3,-2.07,-2.07,0.0,2,---,2,-2.07,1.56,80.0,False,,False,False,False
001210.SZSE,金房能源,2026-06-26,2026-06,2板补涨阴,False,,U坑内,,False,封D1负,-0.88,-5.79,-5.79,-41.24,-41.24,0.0,17,---,2,-2.91,2.06,77.0,False,,True,False,False
001212.SZSE,中旗新材,2025-05-14,2025-05,2板补涨阴,False,,U突破,,True,封D1正,2.1,1.02,1.02,3.01,-8.09,12.07,13,+++,2,0.2,0.12,41.0,False,,True,False,False
001212.SZSE,中旗新材,2025-05-16,2025-05,2板补涨阴,False,,U突破,,True,炸板,-2.65,-2.93,-2.93,14.47,-8.09,24.54,15,+++,2,1.02,0.0,40.0,False,,False,False,False
001221.SZSE,悍高集团,2025-09-24,2025-09,2板补涨阴,False,,U坑内,,False,封D1负,-1.74,-1.28,-1.28,-5.3,-5.3,0.0,2,+++,2,-5.3,0.27,42.0,False,,True,False,False
001223.SZSE,欧克科技,2026-08-07,2026-08,2板补涨阴,False,,无U,,True,封D1负,-0.24,-5.39,-5.39,3.48,3.48,0.0,4,++-,2,-2.65,0.55,69.0,False,,True,False,False
001225.SZSE,和泰机电,2026-01-12,2026-01,2板补涨阴,False,,无U,,True,封D1负,10.01,-3.63,-3.63,6.37,0.65,5.69,4,+++,2,0.2,0.64,79.0,False,,True,False,False
001229.SZSE,魅视科技,2026-07-07,2026-07,2板补涨阴,False,,无U,,True,连板,9.99,9.99,17.13,-2.84,-2.86,0.03,5,++-,2,0.03,0.57,60.0,True,05,True,True,False
001229.SZSE,魅视科技,2026-08-03,2026-08,2板补涨阴,False,,U坑内,,False,连板,4.86,10.01,20.98,-25.53,-26.25,0.98,18,--+,2,0.98,3.52,87.0,True,05,True,True,False
001258.SZSE,立新能源,2025-04-03,2025-04,2板补涨阴,False,,无U,,False,封D1负,-5.89,-6.83,-6.83,-3.38,-3.38,0.0,2,+++,2,-3.38,0.0,37.0,False,,True,False,False
001266.SZSE,宏英智能,2026-05-20,2026-05,2板补涨阴,False,,无U,,True,封D1负,-0.88,-0.49,-0.49,18.27,2.71,15.15,12,+++,2,-7.45,1.29,75.0,False,,True,False,False
001267.SZSE,汇绿生态,2025-10-24,2025-10,2板补涨阴,False,,无U,,True,连板,4.95,9.99,11.58,-0.28,-0.28,0.0,3,+-+,2,-4.09,1.02,49.0,True,01,True,True,False
001270.SZSE,铖昌科技,2024-11-04,2024-11,2板补涨阴,False,,U突破,,True,封D1正,0.02,4.05,4.05,3.32,-12.17,17.64,19,+++,2,-7.57,0.96,74.0,False,,True,False,False
001296.SZSE,长江材料,2025-09-04,2025-09,2板补涨阴,False,,U坑内,,True,封D1正,0.0,0.87,0.87,-5.1,-10.79,6.38,6,+++,2,-5.88,0.12,25.0,False,,True,False,False
001296.SZSE,长江材料,2026-07-14,2026-07,2板补涨阴,False,,U坑内,,False,炸板,-4.29,-5.18,-5.18,-23.12,-23.61,0.64,16,--+,2,-2.9,1.95,25.0,False,,False,False,False
001298.SZSE,好上好,2023-11-10,2023-11,2板补涨阴,False,,U坑内,,False,封D1正,6.05,1.03,1.03,-27.97,-34.26,9.56,17,+-+,2,-2.22,0.25,25.0,False,,True,False,False
001298.SZSE,好上好,2024-08-30,2024-08,2板补涨阴,False,,U坑内,,True,封D1正,-0.2,5.19,5.19,-10.55,-10.55,0.0,9,-++,2,-2.69,2.19,37.0,False,,True,False,False
001299.SZSE,美能能源,2023-08-18,2023-08,2板补涨阴,False,,U坑内,,True,连板,-1.3,10.02,6.38,-4.9,-4.9,0.0,5,+++,2,-4.55,1.15,25.0,True,01,True,True,False
001299.SZSE,美能能源,2023-08-25,2023-08,2板补涨阴,False,,U坑内,,False,封D1负,4.58,-4.23,-4.23,-17.31,-17.31,0.0,4,+++,2,-7.64,0.66,28.0,False,,True,False,False
001299.SZSE,美能能源,2024-04-19,2024-04,2板补涨阴,False,,U坑内,,False,封D1负,0.08,-6.03,-6.03,-24.12,-25.38,1.69,10,-++,2,-2.8,1.02,52.0,False,,True,False,False
001308.SZSE,康冠科技,2024-12-24,2024-12,2板补涨阴,False,,U坑内,,False,炸板,-4.43,-1.88,-1.88,-8.65,-15.84,8.54,18,--+,2,-4.89,0.52,26.0,False,,False,False,False
001309.SZSE,德明利,2024-04-17,2024-04,2板补涨阴,False,,U坑内,,False,封D1负,-2.11,-0.01,-0.01,-21.6,-21.6,0.0,17,--+,2,-5.54,1.74,16.0,False,,True,False,False
001309.SZSE,德明利,2025-03-07,2025-03,2板补涨阴,False,,无U,,True,炸板,-3.9,-3.35,-3.35,-1.88,-3.67,1.86,9,-++,2,0.48,2.03,87.0,False,,False,False,False
001314.SZSE,亿道信息,2023-12-19,2023-12,2板补涨阴,False,,无U,,False,连板,7.84,10.0,11.69,8.92,-1.58,10.67,10,+++,2,-4.03,0.9,29.0,True,02,True,True,False
001314.SZSE,亿道信息,2024-01-18,2024-01,2板补涨阴,False,,U坑内,,True,封D1负,-0.29,-3.54,-3.54,-17.72,-19.08,1.67,20,--+,2,-4.31,0.33,30.0,False,,True,False,False
001316.SZSE,润贝航科,2025-04-24,2025-04,2板补涨阴,False,,U坑内,,False,封D1负,-5.77,-7.34,-7.34,-8.49,-8.49,0.0,2,+++,2,-8.49,0.0,52.0,False,,True,False,False
001316.SZSE,润贝航科,2026-01-29,2026-01,2板补涨阴,False,,U坑内,,False,封D1负,0.0,-2.63,-2.63,-10.11,-10.11,0.0,4,+++,2,-7.13,0.96,72.0,False,,True,False,False
001317.SZSE,三羊马,2026-07-27,2026-07,2板补涨阴,False,,U突破,,True,封D1负,0.75,-0.15,-0.15,-2.75,-10.94,9.2,16,-++,2,-4.37,0.14,36.0,False,,True,False,False
001318.SZSE,阳光乳业,2025-12-15,2025-12,2板补涨阴,False,,U坑内,,False,封D1正,4.75,2.84,2.84,-16.11,-16.11,0.0,10,-++,2,-5.27,1.22,67.0,False,,True,False,False
001319.SZSE,铭科精技,2023-10-18,2023-10,2板补涨阴,False,,U坑内,,False,封D1正,1.92,2.47,2.47,-11.97,-11.97,0.0,15,-++,2,-8.27,0.0,22.0,False,,True,False,False
001330.SZSE,博纳影业,2025-09-19,2025-09,2板补涨阴,False,,U坑内,,False,封D1负,4.0,-3.36,-3.36,-7.64,-16.1,10.08,18,+++,2,-2.24,0.52,45.0,False,,True,False,False
001337.SZSE,四川黄金,2025-04-21,2025-04,2板补涨阴,False,,U坑内,,True,封D1正,1.41,6.09,6.09,-7.31,-7.31,0.0,6,+++,2,-2.55,1.55,50.0,False,,True,False,False
001339.SZSE,智微智能,2026-06-24,2026-06,2板补涨阴,False,,无U,,True,封D1负,1.51,-0.1,-0.1,-1.91,-1.91,0.0,3,++-,2,-5.1,0.37,87.0,False,,True,False,False
001359.SZSE,平安电工,2024-04-22,2024-04,2板补涨阴,True,U坑,U坑内,,False,封D1负,-1.55,-3.52,-3.52,-22.86,-24.95,2.78,9,,2,-4.04,0.84,41.0,False,,True,False,False
001360.SZSE,南矿集团,2025-12-25,2025-12,2板补涨阴,False,,无U,,True,封D1负,-0.46,-3.66,-3.66,4.25,-2.85,7.3,13,-++,2,-1.41,2.69,65.0,False,,True,False,False
001365.SZSE,天海电子,2026-07-16,2026-07,2板补涨阴,False,,U坑内,,True,封D1负,-0.99,-7.51,-7.51,-17.76,-17.76,0.0,6,+++,2,-3.82,2.08,65.0,False,,True,False,False
001368.SZSE,通达创智,2024-01-19,2024-01,2板补涨阴,False,,U坑内,,False,封D1负,-0.51,-5.18,-5.18,-19.77,-19.77,0.0,7,-++,2,-5.96,1.61,37.0,False,,True,False,False
001368.SZSE,通达创智,2025-03-06,2025-03,2板补涨阴,False,,U坑内,,False,封D1负,3.96,-3.92,-3.92,-12.05,-13.84,2.08,19,--+,2,-0.19,0.0,55.0,False,,True,False,False
001368.SZSE,通达创智,2025-04-17,2025-04,2板补涨阴,False,,U坑内,,False,封D1正,3.13,1.97,1.97,-12.52,-12.52,0.0,3,+--,2,-2.87,3.54,40.0,False,,True,False,False
001376.SZSE,百通能源,2026-02-11,2026-02,2板补涨阴,False,,U坑内,,False,封D1负,0.0,-3.45,-3.45,-21.66,-21.66,0.0,9,-++,2,-3.22,1.91,48.0,False,,True,False,False
001396.SZSE,誉帆科技,2026-03-04,2026-03,2板补涨阴,False,,U坑内,,True,封D1负,2.19,-7.28,-7.28,-10.78,-10.78,0.0,5,+++,2,-7.81,0.24,67.0,False,,True,False,False
001396.SZSE,誉帆科技,2026-03-24,2026-03,2板补涨阴,False,,U坑内,,False,炸板,-2.56,-1.45,-1.45,-23.81,-23.81,0.0,19,--+,2,-4.64,1.77,24.0,False,,False,False,False
001696.SZSE,宗申动力,2024-04-17,2024-04,2板补涨阴,False,,无U,,False,封D1正,1.71,6.97,6.97,-2.09,-2.09,0.0,11,+++,2,-5.58,3.21,16.0,False,,True,False,False
001696.SZSE,宗申动力,2024-04-26,2024-04,2板补涨阴,False,,无U,,True,封D1正,3.19,3.91,3.91,40.39,-2.09,43.4,18,+++,2,-2.56,1.45,32.0,False,,True,False,False
001896.SZSE,豫能控股,2025-07-16,2025-07,2板补涨阴,False,,U坑内,,False,封D1负,1.88,-4.34,-4.34,-6.68,-6.68,0.0,2,+++,2,-6.68,1.93,38.0,False,,True,False,False
002006.SZSE,精工科技,2024-11-25,2024-11,2板补涨阴,False,,U坑内,,True,封D1负,-1.01,-6.77,-6.77,-7.66,-7.66,0.0,3,+++,2,-7.78,3.25,60.0,False,,True,False,False
002006.SZSE,精工科技,2024-11-27,2024-11,2板补涨阴,False,,U坑内,,False,连板,3.48,10.02,8.11,-5.31,-7.66,2.55,5,+++,2,-6.77,0.36,79.0,True,01,True,True,False
002009.SZSE,天奇股份,2024-03-06,2024-03,2板补涨阴,False,,U坑内,,True,连板,10.0,10.0,15.07,-5.8,-5.8,0.0,6,++-,2,-5.87,0.31,38.0,True,02,True,True,False
002009.SZSE,天奇股份,2026-02-06,2026-02,2板补涨阴,False,,U突破,,True,封D1正,2.15,2.97,2.97,0.28,-10.17,11.63,8,+++,2,-8.54,2.76,37.0,False,,True,False,False
002015.SZSE,协鑫能科,2026-03-06,2026-03,2板补涨阴,False,,U突破,,True,连板,9.99,9.99,16.01,7.01,-9.12,17.74,13,+++,2,-0.77,0.77,55.0,True,02,True,True,False
002015.SZSE,协鑫能科,2026-03-11,2026-03,2板补涨阴,False,,无U,,True,炸板,0.35,7.18,11.79,5.47,5.47,0.0,2,+++,2,5.47,1.69,49.0,False,,False,True,False
002015.SZSE,协鑫能科,2026-04-01,2026-04,2板补涨阴,False,,U坑内,,True,炸板,-2.57,-6.5,-6.5,-7.22,-7.22,0.0,17,-++,2,-4.67,0.06,44.0,False,,False,False,False
002015.SZSE,协鑫能科,2026-04-07,2026-04,2板补涨阴,False,,U坑内,,True,炸板,-1.68,0.51,0.51,-5.7,-7.22,1.63,20,--+,2,-1.16,0.55,26.0,False,,False,False,False
002017.SZSE,东信和平,2025-08-05,2025-08,2板补涨阴,False,,无U,,False,封D1正,1.18,2.84,2.84,10.42,2.1,8.15,10,+++,2,-0.2,2.34,41.0,False,,True,False,False
002021.SZSE,中捷资源,2024-11-28,2024-11,2板补涨阴,False,,U坑内,,False,封D1正,-0.76,2.65,2.65,-12.09,-12.45,0.42,20,--+,2,0.0,0.0,77.0,False,,True,False,False
002021.SZSE,中捷资源,2025-09-29,2025-09,2板补涨阴,False,,U突破,,False,炸板,-5.31,-5.63,-5.63,0.34,-7.93,8.99,18,-++,2,-4.28,0.66,39.0,False,,False,False,False
002029.SZSE,七 匹 狼,2025-10-20,2025-10,2板补涨阴,False,,U坑内,,True,封D1正,7.56,2.1,2.1,-7.49,-14.76,8.53,11,+++,2,-7.68,0.85,34.0,False,,True,False,False
002030.SZSE,达安基因,2026-05-18,2026-05,2板补涨阴,False,,U坑内,,False,封D1正,0.0,0.0,0.0,-17.26,-17.26,0.0,5,+++,2,-4.58,0.32,46.0,False,,True,False,False
002030.SZSE,达安基因,2026-05-25,2026-05,2板补涨阴,False,,U坑内,,True,炸板,-4.83,-0.99,-0.99,-12.33,-17.26,5.96,10,-++,2,-1.23,2.31,99.0,False,,False,False,False
002031.SZSE,巨轮智能,2024-11-19,2024-11,2板补涨阴,False,,U坑内,,False,炸板,-2.14,8.33,6.9,-7.06,-7.06,0.0,10,-++,2,-5.21,2.48,74.0,False,,False,True,False
002031.SZSE,巨轮智能,2025-02-19,2025-02,2板补涨阴,False,,U突破,,True,封D1正,3.82,3.04,3.04,20.96,-8.08,31.6,19,+++,2,-5.05,2.0,37.0,False,,True,False,False
002037.SZSE,保利联合,2024-05-14,2024-05,2板补涨阴,False,,U坑内,,False,封D1正,1.82,2.27,2.27,-10.85,-10.85,0.0,5,++-,2,-5.51,0.63,24.0,False,,True,False,False
002037.SZSE,保利联合,2024-05-17,2024-05,2板补涨阴,False,,U突破,,True,连板,0.0,9.99,4.16,-2.67,-10.85,9.17,8,++-,2,-2.96,0.89,30.0,True,02,True,True,False
002037.SZSE,保利联合,2024-05-31,2024-05,2板补涨阴,False,,U坑内,,False,炸板,-3.82,-6.36,-6.36,-18.92,-18.92,0.0,9,-++,2,-4.74,0.15,21.0,False,,False,False,False
002037.SZSE,保利联合,2024-06-04,2024-06,2板补涨阴,False,,U坑内,,False,炸板,-3.57,-4.81,-4.81,-16.52,-18.92,2.95,11,-++,2,-6.1,0.71,10.0,False,,False,False,False
002037.SZSE,保利联合,2024-06-11,2024-06,2板补涨阴,True,U坑,U坑内,,False,炸板,-5.65,0.28,0.28,-18.79,-18.92,0.16,15,--+,2,-1.68,1.53,40.0,False,,False,False,False
002040.SZSE,南 京 港,2025-05-13,2025-05,2板补涨阴,True,U坑,U坑内,,False,连板,4.56,10.03,55.99,-14.57,-18.36,4.65,15,--+,2,0.14,0.72,38.0,True,03,True,True,False
002040.SZSE,南 京 港,2025-10-16,2025-10,2板补涨阴,False,,U坑内,,False,炸板,-4.86,-0.63,-0.63,-7.12,-7.12,0.0,2,+++,2,-7.12,0.0,58.0,False,,False,False,False
