vt_symbol,name,date,ym,res,D1开%,D1收%,板留%,地基,回撤%,蹲深%,弹回%,低点位置,振幅%,破顶,断板,上波高,昨幅%,昨上影%,昨涨停家,is_wv,is_lim,n1_lim
000514.SZSE,渝 开 发,2025-04-24,2025-04,封D1正,1.97,5.91,5.91,FLAT·横盘平台,-7.78,-7.78,0.0,1.0,8.19,False,4,2,-7.57,1.78,52.0,False,True,False
000518.SZSE,四环生物,2024-08-12,2024-08,封D1负,2.65,-2.21,-2.21,DN·阴跌到点,-12.39,-12.39,0.0,1.0,10.24,False,6,2,-5.09,0.46,23.0,False,True,False
000520.SZSE,凤凰航运,2024-05-09,2024-05,封D1正,2.87,1.08,1.08,MID·中位浅调,-17.8,-21.04,4.1,0.2222222222222222,13.93,False,11,2,-0.39,2.35,37.0,False,True,False
000520.SZSE,凤凰航运,2024-05-20,2024-05,封D1负,-1.63,-1.31,-1.31,U·U型蹲,-10.03,-21.04,13.93,0.125,27.05,True,18,2,-2.8,3.15,61.0,False,True,False
000520.SZSE,凤凰航运,2026-06-15,2026-06,封D1正,-3.94,0.22,0.22,DN·阴跌到点,-9.78,-9.78,0.0,1.0,14.7,True,6,2,-0.95,2.86,83.0,False,True,False
000523.SZSE,红棉股份,2025-12-26,2025-12,封D1负,2.96,-3.46,-3.46,FLAT·横盘平台,-10.24,-10.24,0.0,1.0,5.71,False,4,2,-2.65,0.53,72.0,False,True,False
000530.SZSE,冰山冷热,2024-11-25,2024-11,炸板,-3.2,-3.73,-3.73,LB·L趴底,-10.96,-12.0,1.19,0.6,18.58,True,12,2,-4.3,1.12,60.0,False,False,False
000530.SZSE,冰山冷热,2025-12-17,2025-12,炸板,-8.1,-9.31,-9.31,HIGH·新高贴顶,0.94,-1.48,2.45,0.1111111111111111,11.58,True,11,2,-4.93,3.54,38.0,False,False,False
000530.SZSE,冰山冷热,2025-12-30,2025-12,封D1负,0.13,-2.66,-2.66,DN·阴跌到点,-8.19,-8.19,0.0,1.0,19.74,True,20,2,-4.2,0.28,64.0,False,True,False
000533.SZSE,顺钠股份,2025-11-13,2025-11,封D1负,-1.06,-10.03,-10.03,HIGH·新高贴顶,8.02,3.55,4.31,0.0,9.96,True,5,2,-4.84,3.83,48.0,False,True,False
000533.SZSE,顺钠股份,2026-02-12,2026-02,封D1负,-3.08,-6.16,-6.16,HIGH·新高贴顶,-2.06,-3.32,1.3,0.0,7.05,True,6,3,-5.37,1.56,46.0,False,True,False
000533.SZSE,顺钠股份,2026-08-17,2026-08,炸板,-3.45,-8.56,-8.56,DN·阴跌到点,-8.1,-8.1,0.0,1.0,11.14,True,9,2,-6.01,0.65,51.0,False,False,False
000534.SZSE,万泽股份,2025-08-08,2025-08,封D1负,0.0,-0.87,-0.87,FLAT·横盘平台,-9.42,-9.42,0.0,1.0,7.14,False,4,2,-2.97,3.28,47.0,False,True,False
000534.SZSE,万泽股份,2026-04-01,2026-04,封D1负,1.8,-1.56,-1.56,DN·阴跌到点,-21.87,-21.87,0.0,1.0,34.45,True,17,2,-1.45,0.44,44.0,False,True,False
000536.SZSE,华映科技,2024-10-25,2024-10,连板,5.56,10.05,113.23,MID·中位浅调,-14.43,-18.91,5.52,0.1,14.11,False,12,3,-2.82,2.54,67.0,True,True,True
000537.SZSE,绿发电力,2026-03-24,2026-03,封D1正,0.59,3.35,3.35,DN·阴跌到点,-13.19,-13.19,0.0,1.0,14.09,False,8,3,-2.16,3.24,24.0,False,True,False
000545.SZSE,金浦钛业,2026-03-06,2026-03,封D1负,0.27,-3.47,-3.47,HIGH·新高贴顶,-0.29,-2.05,1.79,0.0,5.07,True,7,2,0.29,1.18,55.0,False,True,False
000545.SZSE,金浦钛业,2026-03-11,2026-03,封D1正,8.62,2.87,2.87,HIGH·新高贴顶,1.75,-2.05,3.88,0.0,11.94,True,10,2,-3.87,0.28,49.0,False,True,False
000546.SZSE,金圆股份,2025-12-12,2025-12,封D1负,-1.97,-3.79,-3.79,DN·阴跌到点,-21.18,-22.76,2.04,0.6666666666666666,22.66,False,17,3,-2.6,1.14,27.0,False,True,False
000546.SZSE,金圆股份,2025-12-17,2025-12,封D1正,2.96,0.74,0.74,MID·中位浅调,-19.21,-22.76,4.6,0.5555555555555556,22.66,False,20,3,-3.15,2.52,38.0,False,True,False
000550.SZSE,江铃汽车,2023-07-25,2023-07,封D1正,2.56,3.58,3.58,DN·阴跌到点,-7.46,-7.46,0.0,1.0,17.87,True,5,2,-3.5,0.84,19.0,False,True,False
000551.SZSE,创元科技,2024-10-18,2024-10,封D1正,1.91,2.42,2.42,HIGH·新高贴顶,7.93,3.66,4.12,0.0,9.92,True,8,2,-0.96,2.72,41.0,False,True,False
000551.SZSE,创元科技,2026-01-14,2026-01,炸板,-2.61,-3.63,-3.63,LB·L趴底,-14.39,-15.17,0.92,0.2,19.93,True,12,4,-7.39,0.52,52.0,False,False,False
000554.SZSE,泰山石油,2025-06-23,2025-06,封D1负,-10.04,-10.04,-10.04,FLAT·横盘平台,-4.45,-4.45,0.0,1.0,8.38,True,5,2,-7.73,2.21,36.0,False,True,False
000555.SZSE,神州信息,2024-10-29,2024-10,封D1负,1.85,-4.0,-4.0,U·U型蹲,-5.14,-15.09,11.72,0.15384615384615385,12.1,False,15,2,-0.34,0.42,179.0,False,True,False
000558.SZSE,天府文旅,2024-12-31,2024-12,封D1正,0.0,4.11,4.11,DN·阴跌到点,-34.87,-34.87,0.0,1.0,60.65,True,11,4,-5.49,0.0,36.0,False,True,False
000559.SZSE,万向钱潮,2025-05-16,2025-05,炸板,-1.57,-4.81,-4.81,DN·阴跌到点,-6.36,-6.36,0.0,1.0,12.08,True,4,3,-3.44,0.56,40.0,False,False,False
000559.SZSE,万向钱潮,2025-10-31,2025-10,封D1负,9.88,-0.8,-0.8,MID·中位浅调,-12.1,-16.33,5.06,0.6875,19.98,True,18,2,-5.7,0.0,42.0,False,True,False
000561.SZSE,烽火电子,2025-06-17,2025-06,炸板,-5.56,-4.95,-4.95,DN·阴跌到点,-5.96,-7.94,2.16,0.7142857142857143,22.47,True,16,2,-1.32,0.22,41.0,False,False,False
000561.SZSE,烽火电子,2025-06-23,2025-06,封D1正,1.6,3.2,3.2,DN·阴跌到点,-10.87,-10.87,0.0,1.0,26.49,True,20,2,-5.01,0.45,36.0,False,True,False
000566.SZSE,海南海药,2026-01-08,2026-01,炸板,-7.55,-5.38,-5.38,LB·L趴底,-18.95,-19.06,0.14,0.5,16.78,False,10,3,-2.34,1.65,63.0,False,False,False
000566.SZSE,海南海药,2026-08-25,2026-08,封D1正,0.0,1.21,1.21,DN·阴跌到点,-22.47,-22.47,0.0,1.0,35.62,True,20,2,-6.61,0.83,41.0,False,True,False
000569.SZSE,长城股份,2006-04-20,2006-04,炸板,-1.43,4.87,4.87,DN·阴跌到点,-9.43,-9.43,0.0,1.0,17.03,True,5,5,-5.09,3.89,0.0,False,False,False
000569.SZSE,长城股份,2006-06-16,2006-06,炸板,-6.16,-1.72,-1.72,DN·阴跌到点,-36.38,-36.38,0.0,1.0,57.18,False,14,2,-1.6,2.67,0.0,False,False,False
000571.SZSE,新大洲A,2024-03-28,2024-03,封D1正,-0.34,2.36,2.36,DN·阴跌到点,-28.0,-28.0,0.0,1.0,25.19,False,6,5,-7.22,0.34,39.0,False,True,False
000571.SZSE,新大洲A,2026-07-15,2026-07,封D1负,-1.84,-3.99,-3.99,DN·阴跌到点,-7.64,-7.64,0.0,1.0,17.74,True,16,2,-0.67,0.0,71.0,False,True,False
000572.SZSE,海马汽车,2025-10-31,2025-10,连板,4.39,10.0,36.36,MID·中位浅调,-15.97,-20.59,5.82,0.5555555555555556,20.46,False,11,2,-1.8,2.62,42.0,True,True,True
000572.SZSE,海马汽车,2025-12-02,2025-12,封D1负,2.64,-2.44,-2.44,HIGH·新高贴顶,1.71,-3.19,5.05,0.7058823529411765,35.14,True,19,4,-1.11,2.21,54.0,False,True,False
000573.SZSE,粤宏远Ａ,2025-03-25,2025-03,封D1正,1.43,2.46,2.46,U·U型蹲,-17.32,-22.35,6.47,0.17647058823529413,17.75,False,19,3,-8.64,0.0,38.0,False,True,False
000586.SZSE,汇源通信,2024-08-14,2024-08,炸板,-4.71,-2.55,-2.55,DN·阴跌到点,-16.88,-16.88,0.0,1.0,11.48,False,4,2,-1.52,0.83,25.0,False,False,False
000586.SZSE,汇源通信,2026-04-20,2026-04,封D1负,-1.41,-4.17,-4.17,DN·阴跌到点,-22.77,-22.77,0.0,1.0,19.54,False,7,5,-8.27,0.95,57.0,False,True,False
000592.SZSE,平潭发展,2025-10-23,2025-10,连板,7.51,9.93,55.93,FLAT·横盘平台,-8.09,-8.09,0.0,1.0,5.33,False,3,2,-5.06,1.01,51.0,True,True,True
000593.SZSE,德龙汇能,2025-11-11,2025-11,炸板,-2.28,4.38,-4.2,FLAT·横盘平台,-5.5,-11.76,7.1,0.16666666666666666,10.0,False,8,3,-1.58,0.99,56.0,False,False,True
000593.SZSE,德龙汇能,2025-11-18,2025-11,炸板,-4.85,-5.31,-5.31,MID·中位浅调,-5.69,-11.76,6.88,0.09090909090909091,23.01,True,13,3,-4.33,0.0,69.0,False,False,False
000593.SZSE,德龙汇能,2026-05-27,2026-05,炸板,-4.66,-7.2,-7.2,DN·阴跌到点,-18.63,-18.63,0.0,1.0,30.43,True,18,2,-7.17,0.0,45.0,False,False,False
000593.SZSE,德龙汇能,2026-08-12,2026-08,连板,4.75,10.01,-0.99,HIGH·新高贴顶,2.0,0.89,1.1,0.0,8.93,True,5,4,-7.19,2.99,53.0,True,True,True
000595.SZSE,新能股份,2024-03-05,2024-03,封D1正,0.99,6.55,6.55,MID·中位浅调,-7.29,-9.31,2.23,0.25,11.16,True,6,2,-1.72,1.07,61.0,False,True,False
000595.SZSE,新能股份,2024-08-21,2024-08,封D1正,0.0,1.72,1.72,DN·阴跌到点,-10.6,-10.6,0.0,1.0,22.37,True,17,2,-1.85,0.53,17.0,False,True,False
000595.SZSE,新能股份,2024-10-23,2024-10,封D1正,2.77,2.77,2.77,DN·阴跌到点,-13.99,-13.99,0.0,1.0,21.58,True,7,2,-1.56,2.78,85.0,False,True,False
000595.SZSE,新能股份,2026-07-22,2026-07,连板,9.96,9.96,17.13,DN·阴跌到点,-26.92,-26.92,0.0,1.0,40.79,True,13,2,-2.98,0.64,83.0,True,True,True
000595.SZSE,新能股份,2026-07-31,2026-07,连板,2.95,9.96,23.06,DN·阴跌到点,-18.78,-18.78,0.0,1.0,19.27,False,5,3,-8.02,1.49,46.0,True,True,True
000599.SZSE,青岛双星,2024-11-11,2024-11,封D1正,4.53,0.17,0.17,DN·阴跌到点,-17.14,-19.37,2.76,0.7142857142857143,18.7,False,9,2,-1.51,0.94,95.0,False,True,False
000601.SZSE,韶能股份,2025-04-14,2025-04,连板,3.05,10.04,5.56,HIGH·新高贴顶,-3.98,-7.01,3.26,0.35714285714285715,21.38,True,16,2,-4.52,2.26,64.0,True,True,True
000601.SZSE,韶能股份,2025-04-24,2025-04,连板,1.58,9.98,8.72,FLAT·横盘平台,-6.51,-6.51,0.0,1.0,8.01,True,7,2,-2.71,1.19,52.0,True,True,True
000601.SZSE,韶能股份,2026-05-27,2026-05,封D1负,0.87,-0.25,-0.25,LB·L趴底,-17.87,-18.65,0.97,0.5,13.67,False,10,2,-3.31,1.19,45.0,False,True,False
000601.SZSE,韶能股份,2026-06-02,2026-06,封D1正,-2.45,3.45,3.45,U·U型蹲,-8.2,-18.65,12.85,0.3333333333333333,16.85,False,14,2,-3.43,0.24,109.0,False,True,False
000602.SZSE,金马集团,2010-01-08,2010-01,封D1正,0.2,6.45,6.45,FLAT·横盘平台,-4.05,-4.05,0.0,1.0,5.18,True,6,2,-3.84,0.38,0.0,False,True,False
000603.SZSE,盛达资源,2026-02-24,2026-02,封D1正,0.56,1.65,1.65,DN·阴跌到点,-20.21,-20.21,0.0,1.0,50.0,True,15,2,-3.42,2.54,29.0,False,True,False
000603.SZSE,盛达资源,2026-07-21,2026-07,连板,1.75,9.99,20.86,DN·阴跌到点,-26.6,-26.6,0.0,1.0,32.55,False,14,2,-1.58,1.64,49.0,True,True,True
000608.SZSE,阳光股份,2024-10-16,2024-10,封D1负,5.73,-1.32,-1.32,DN·阴跌到点,-25.36,-25.36,0.0,1.0,20.39,False,6,6,-4.19,3.26,33.0,False,True,False
000608.SZSE,阳光股份,2024-11-18,2024-11,封D1负,-1.89,-1.13,-1.13,DN·阴跌到点,-20.46,-20.46,0.0,1.0,25.73,False,6,2,-4.37,1.98,53.0,False,True,False
000617.SZSE,中油资本,2024-10-31,2024-10,炸板,-4.45,-10.24,-10.24,MID·中位浅调,-12.45,-16.63,5.02,0.09090909090909091,14.8,False,13,2,-1.92,0.72,118.0,False,False,False
000620.SZSE,盈新发展,2024-06-04,2024-06,封D1负,-1.83,-4.57,-4.57,DN·阴跌到点,-25.75,-25.75,0.0,1.0,21.11,False,7,4,-2.93,0.0,10.0,False,True,False
000620.SZSE,盈新发展,2024-11-20,2024-11,炸板,-5.83,-5.83,-5.83,DN·阴跌到点,-16.12,-17.77,2.01,0.7142857142857143,13.07,False,9,3,-1.93,0.48,79.0,False,False,False
000620.SZSE,盈新发展,2025-11-10,2025-11,封D1负,3.45,-2.87,-2.87,FLAT·横盘平台,-4.24,-4.24,0.0,1.0,6.96,True,3,3,-6.51,3.85,45.0,False,True,False
000620.SZSE,盈新发展,2025-11-25,2025-11,封D1正,1.54,0.0,0.0,DN·阴跌到点,-22.98,-22.98,0.0,0.75,22.03,False,6,2,0.0,1.36,56.0,False,True,False
000620.SZSE,盈新发展,2025-12-15,2025-12,封D1正,-1.69,0.0,0.0,DN·阴跌到点,-29.77,-29.77,0.0,1.0,33.83,False,20,2,-2.18,1.45,67.0,False,True,False
000620.SZSE,盈新发展,2026-01-16,2026-01,封D1正,2.98,6.55,6.55,DN·阴跌到点,-8.41,-8.41,0.0,1.0,13.11,True,7,2,-2.87,3.5,51.0,False,True,False
000626.SZSE,远大控股,2024-12-05,2024-12,封D1正,0.14,1.13,1.13,DN·阴跌到点,-15.17,-15.17,0.0,1.0,8.86,False,9,2,-3.02,1.06,69.0,False,True,False
000626.SZSE,远大控股,2025-04-21,2025-04,封D1正,2.79,1.22,1.22,DN·阴跌到点,-21.18,-21.18,0.0,1.0,14.2,False,5,3,-3.34,0.19,50.0,False,True,False
000628.SZSE,高新发展,2023-11-23,2023-11,炸板,-3.36,-0.18,-0.18,HIGH·新高贴顶,18.35,-2.7,21.64,0.0,37.88,True,15,11,-4.9,2.45,44.0,False,False,False
000628.SZSE,高新发展,2024-03-04,2024-03,连板,1.49,10.0,12.1,HIGH·新高贴顶,20.7,4.66,15.32,0.0,16.6,True,6,2,-1.1,1.29,56.0,True,True,True
000628.SZSE,高新发展,2024-10-30,2024-10,封D1负,1.8,-0.9,-0.9,HIGH·新高贴顶,0.47,-7.95,9.15,0.0,19.18,True,10,3,-5.71,1.14,93.0,False,True,False
000633.SZSE,合金投资,2025-11-28,2025-11,封D1负,0.23,-1.4,-1.4,MID·中位浅调,-5.35,-8.38,3.32,0.0,13.4,True,10,2,-3.71,1.11,41.0,False,True,False
000636.SZSE,风华高科,2026-06-09,2026-06,封D1负,3.0,-2.08,-2.08,HIGH·新高贴顶,34.2,0.77,33.17,0.0,52.28,True,11,2,-6.91,2.08,45.0,False,True,False
000636.SZSE,风华高科,2026-06-11,2026-06,炸板,1.08,-10.14,-10.14,HIGH·新高贴顶,44.54,0.77,43.43,0.0,52.28,True,13,2,-2.08,1.77,63.0,False,False,False
000636.SZSE,风华高科,2026-06-15,2026-06,封D1正,4.94,8.58,8.58,HIGH·新高贴顶,42.87,0.77,41.77,0.0,54.2,True,15,2,-8.06,0.0,83.0,False,True,False
000652.SZSE,泰达股份,2024-10-14,2024-10,封D1负,-0.95,-5.71,-5.71,DN·阴跌到点,-13.18,-13.18,0.0,1.0,4.97,False,4,2,-2.8,1.53,28.0,False,True,False
000656.SZSE,金科股份,2023-07-21,2023-07,连板,1.31,9.8,40.52,DN·阴跌到点,-6.71,-8.05,1.46,0.7777777777777778,11.68,True,11,2,-0.71,2.14,20.0,True,True,True
000657.SZSE,中钨高新,2025-11-05,2025-11,封D1正,0.2,0.2,0.2,DN·阴跌到点,-8.04,-8.12,0.09,0.6666666666666666,14.33,True,5,2,0.09,1.01,44.0,False,True,False
000659.SZSE,珠海中富,2026-01-27,2026-01,封D1负,-0.41,-0.61,-0.61,HIGH·新高贴顶,15.46,0.52,14.87,0.0,20.77,True,19,2,0.0,2.23,57.0,False,True,False
000668.SZSE,荣丰控股,2026-08-10,2026-08,炸板,-2.18,-1.16,-1.16,HIGH·新高贴顶,10.92,4.41,6.23,0.1111111111111111,10.03,True,11,2,-0.71,1.82,59.0,False,False,False
000670.SZSE,盈方微,2023-12-07,2023-12,封D1负,-1.32,-0.66,-0.66,DN·阴跌到点,-21.6,-21.6,0.0,1.0,18.66,False,9,2,-1.15,1.73,33.0,False,True,False
000676.SZSE,智度股份,2023-11-07,2023-11,炸板,-13.32,-8.4,-8.4,HIGH·新高贴顶,10.05,4.84,4.97,0.0,10.06,True,5,2,2.31,3.11,47.0,False,False,False
000676.SZSE,智度股份,2024-01-31,2024-01,炸板,-6.99,-8.81,-8.81,DN·阴跌到点,-24.94,-24.94,0.0,1.0,31.85,False,13,2,-3.7,0.59,18.0,False,False,False
000676.SZSE,智度股份,2024-10-21,2024-10,连板,5.47,10.03,10.74,HIGH·新高贴顶,4.18,-5.92,10.74,0.14285714285714285,11.11,True,9,2,0.0,2.34,77.0,True,True,True
000676.SZSE,智度股份,2024-11-11,2024-11,封D1负,2.74,-6.34,-6.34,MID·中位浅调,-11.13,-15.65,5.36,0.6363636363636364,18.06,False,13,3,-2.39,2.21,95.0,False,True,False
000676.SZSE,智度股份,2026-08-07,2026-08,炸板,-7.64,-9.33,-9.33,HIGH·新高贴顶,9.65,-7.31,18.3,0.0,23.82,True,15,3,-4.46,1.27,69.0,False,False,False
000676.SZSE,智度股份,2026-08-14,2026-08,炸板,-6.61,-9.33,-9.33,HIGH·新高贴顶,2.63,-7.31,10.73,0.0,23.82,True,20,3,-5.39,2.96,50.0,False,False,False
000678.SZSE,襄阳轴承,2024-09-19,2024-09,封D1负,-0.59,-2.35,-2.35,HIGH·新高贴顶,1.98,-12.53,16.58,0.5294117647058824,22.11,True,19,2,-4.53,3.29,21.0,False,True,False
000679.SZSE,大连友谊,2024-07-17,2024-07,封D1正,5.38,6.45,6.45,MID·中位浅调,-15.33,-18.67,4.1,0.42857142857142855,28.69,True,9,2,-1.17,0.0,23.0,False,True,False
000679.SZSE,大连友谊,2024-08-28,2024-08,炸板,-7.0,-7.33,-7.33,DN·阴跌到点,-27.59,-28.38,1.11,0.8571428571428571,33.33,False,16,2,-2.15,2.15,23.0,False,False,False
000679.SZSE,大连友谊,2024-08-30,2024-08,封D1负,0.0,-2.61,-2.61,DN·阴跌到点,-26.26,-28.38,2.96,0.75,33.33,False,18,2,-0.71,0.71,37.0,False,True,False
000679.SZSE,大连友谊,2025-01-13,2025-01,连板,5.87,9.96,15.66,DN·阴跌到点,-39.74,-39.74,0.0,1.0,49.32,False,19,2,-6.07,0.0,35.0,True,True,True
000679.SZSE,大连友谊,2025-02-17,2025-02,炸板,-2.98,0.45,0.45,HIGH·新高贴顶,-1.29,-3.07,1.84,0.4375,13.86,True,18,2,-6.15,0.0,53.0,False,False,False
000681.SZSE,视觉中国,2026-01-29,2026-01,炸板,-6.25,-8.0,-8.0,DN·阴跌到点,-17.28,-17.28,0.0,1.0,34.83,True,12,2,-7.03,2.07,72.0,False,False,False
000686.SZSE,东北证券,2024-10-31,2024-10,炸板,-4.1,-2.16,-2.16,U·U型蹲,-11.42,-18.4,8.56,0.4,12.5,False,17,2,-3.5,0.72,118.0,False,False,False
000691.SZSE,亚太实业,2024-05-21,2024-05,炸板,-5.37,-6.04,-6.04,U·U型蹲,-15.42,-25.62,13.73,0.15384615384615385,21.01,False,15,4,-4.02,0.0,36.0,False,False,False
000695.SZSE,滨海能源,2024-11-20,2024-11,封D1正,0.0,5.99,5.99,HIGH·新高贴顶,-2.36,-7.25,5.27,0.3333333333333333,10.02,True,5,2,-4.31,2.64,79.0,False,True,False
000695.SZSE,滨海能源,2025-06-20,2025-06,封D1正,0.08,6.33,6.33,DN·阴跌到点,-20.28,-20.28,0.0,1.0,41.26,True,19,5,-5.41,3.21,26.0,False,True,False
000700.SZSE,模塑科技,2026-01-21,2026-01,封D1负,-0.06,-3.76,-3.76,HIGH·新高贴顶,0.86,-5.69,6.95,0.5833333333333334,14.73,True,14,2,-4.24,1.09,50.0,False,True,False
000700.SZSE,模塑科技,2026-06-15,2026-06,封D1正,1.77,1.7,1.7,DN·阴跌到点,-13.15,-13.15,0.0,1.0,23.61,True,8,2,-1.84,1.02,83.0,False,True,False
000700.SZSE,模塑科技,2026-06-26,2026-06,炸板,-7.13,-9.29,-9.29,DN·阴跌到点,-16.22,-16.22,0.0,1.0,28.15,True,16,2,-4.34,3.93,77.0,False,False,False
000702.SZSE,正虹科技,2024-06-03,2024-06,封D1正,1.81,6.69,6.69,DN·阴跌到点,-32.93,-32.93,0.0,1.0,39.17,False,6,5,-4.73,0.95,18.0,False,True,False
000702.SZSE,正虹科技,2024-06-18,2024-06,炸板,-6.42,-7.74,-7.74,DN·阴跌到点,-35.73,-36.13,0.63,0.8571428571428571,46.14,False,16,5,-2.23,1.62,19.0,False,False,False
000705.SZSE,浙江震元,2023-12-20,2023-12,封D1负,0.3,-0.3,-0.3,DN·阴跌到点,-14.37,-14.37,0.0,1.0,7.46,False,4,2,-5.2,0.83,19.0,False,True,False
000710.SZSE,贝瑞基因,2023-12-01,2023-12,炸板,-3.02,-4.57,-4.57,MID·中位浅调,-6.04,-9.38,3.68,0.0,11.11,True,7,3,-4.11,1.56,26.0,False,False,False
000710.SZSE,贝瑞基因,2025-02-14,2025-02,连板,9.97,9.97,-1.03,HIGH·新高贴顶,0.28,0.28,0.0,1.0,9.17,True,4,2,-0.66,3.29,45.0,True,True,True
000712.SZSE,锦龙股份,2024-08-13,2024-08,封D1正,-0.27,4.5,4.5,DN·阴跌到点,-22.27,-22.34,0.1,0.8333333333333334,24.01,False,8,2,0.1,1.49,23.0,False,True,False
000719.SZSE,中原传媒,2023-08-22,2023-08,封D1正,3.01,3.65,3.65,DN·阴跌到点,-6.75,-6.75,0.0,1.0,13.95,True,11,2,-1.38,2.58,20.0,False,True,False
000719.SZSE,中原传媒,2023-08-29,2023-08,封D1正,0.52,2.73,2.73,HIGH·新高贴顶,0.0,-6.75,7.24,0.6428571428571429,14.04,True,16,2,-0.81,0.81,28.0,False,True,False
000720.SZSE,新能泰山,2026-05-28,2026-05,封D1正,2.56,4.14,4.14,DN·阴跌到点,-18.98,-18.98,0.0,1.0,35.79,True,14,2,-2.12,2.12,45.0,False,True,False
000722.SZSE,湖南发展,2025-06-06,2025-06,封D1负,0.0,-2.09,-2.09,LB·L趴底,-15.88,-16.85,1.16,0.5555555555555556,13.35,False,11,3,-2.25,0.6,56.0,False,True,False
000736.SZSE,中交发展,2024-02-02,2024-02,炸板,-6.68,-13.26,-13.26,DN·阴跌到点,-15.14,-15.14,0.0,1.0,15.03,False,5,2,-5.8,0.81,27.0,False,False,False
000736.SZSE,中交发展,2024-10-16,2024-10,封D1负,0.35,-7.16,-7.16,HIGH·新高贴顶,17.37,3.12,13.82,0.0,37.26,True,15,2,-4.01,3.19,33.0,False,True,False
000750.SZSE,国海证券,2024-10-18,2024-10,炸板,-5.43,-4.57,-4.57,DN·阴跌到点,-21.28,-21.28,0.0,1.0,23.92,False,8,6,-2.79,1.4,41.0,False,False,False
000751.SZSE,锌业股份,2026-02-24,2026-02,炸板,-0.81,5.84,5.84,MID·中位浅调,-10.97,-11.76,0.9,0.5384615384615384,37.66,True,15,2,-1.41,2.99,29.0,False,False,True
000753.SZSE,漳州发展,2025-11-28,2025-11,封D1正,1.16,1.51,1.51,DN·阴跌到点,-22.73,-22.73,0.0,1.0,35.93,True,17,2,-2.25,0.75,41.0,False,True,False
000759.SZSE,中百集团,2025-05-08,2025-05,封D1负,-1.23,-5.48,-5.48,MID·中位浅调,-11.53,-15.13,4.23,0.8,24.23,True,17,3,0.12,0.86,50.0,False,True,False
000759.SZSE,中百集团,2026-06-29,2026-06,封D1正,-0.79,0.63,0.63,U·U型蹲,-8.45,-15.47,8.3,0.16666666666666666,23.4,True,14,2,-7.57,2.74,51.0,False,True,False
000766.SZSE,通化金马,2023-09-11,2023-09,连板,8.29,10.05,57.94,HIGH·新高贴顶,4.15,-2.81,7.16,0.0,10.06,True,7,2,0.13,0.77,26.0,True,True,True
000777.SZSE,中核科技,2026-06-29,2026-06,封D1正,0.0,5.74,5.74,DN·阴跌到点,-23.15,-23.15,0.0,1.0,17.08,False,7,3,-1.18,3.0,51.0,False,True,False
000783.SZSE,长江证券,2024-10-18,2024-10,炸板,-4.84,-4.55,-4.55,DN·阴跌到点,-19.52,-19.52,0.0,1.0,16.74,False,8,4,-1.69,1.23,41.0,False,False,False
000783.SZSE,长江证券,2026-05-11,2026-05,炸板,-3.98,-1.11,-1.11,FLAT·横盘平台,-6.48,-6.48,0.0,1.0,1.46,False,3,2,-1.44,0.24,89.0,False,False,False
000785.SZSE,居然智家,2025-01-02,2025-01,炸板,-5.34,6.11,1.78,DN·阴跌到点,-31.48,-31.48,0.0,1.0,31.37,False,12,5,-4.29,2.95,39.0,False,False,True
000785.SZSE,居然智家,2025-02-27,2025-02,封D1负,2.74,-4.0,-4.0,DN·阴跌到点,-22.44,-22.44,0.0,1.0,15.97,False,9,5,-0.23,0.46,81.0,False,True,False
000799.SZSE,酒鬼酒,2024-10-18,2024-10,炸板,-2.48,-0.99,-0.99,DN·阴跌到点,-14.42,-14.42,0.0,1.0,14.16,False,8,4,-2.68,0.82,41.0,False,False,False
000801.SZSE,四川九洲,2024-03-28,2024-03,炸板,-0.9,-1.36,-1.36,DN·阴跌到点,-19.26,-19.26,0.0,1.0,19.3,False,6,2,-3.29,2.16,39.0,False,False,False
000801.SZSE,四川九洲,2024-04-17,2024-04,炸板,0.26,3.12,3.12,DN·阴跌到点,-29.83,-29.83,0.0,1.0,37.27,False,18,2,-4.64,1.82,16.0,False,False,False
000801.SZSE,四川九洲,2024-12-16,2024-12,炸板,-5.31,-12.04,-12.04,V·V末反,-22.49,-27.2,6.47,0.6923076923076923,23.65,False,15,6,-5.14,1.88,84.0,False,False,False
000803.SZSE,山高环能,2024-04-17,2024-04,炸板,-1.91,-4.07,-4.07,DN·阴跌到点,-32.26,-32.26,0.0,1.0,37.89,False,7,2,-7.54,0.24,16.0,False,False,False
000803.SZSE,山高环能,2024-11-15,2024-11,封D1正,4.49,0.98,0.98,DN·阴跌到点,-10.23,-10.23,0.0,1.0,13.12,True,9,2,-2.11,0.0,27.0,False,True,False
000811.SZSE,冰轮环境,2026-06-30,2026-06,封D1负,3.7,-2.35,-2.35,HIGH·新高贴顶,15.66,1.77,13.65,0.0,19.01,True,6,3,-3.78,1.66,89.0,False,True,False
000811.SZSE,冰轮环境,2026-08-17,2026-08,封D1负,1.0,-3.15,-3.15,HIGH·新高贴顶,3.85,2.13,1.69,0.0,5.38,True,8,2,0.24,1.27,51.0,False,True,False
000815.SZSE,美利云,2024-03-08,2024-03,封D1正,0.59,1.09,1.09,MID·中位浅调,-6.05,-8.5,2.69,0.14285714285714285,11.09,True,9,3,-2.45,2.55,44.0,False,True,False
000815.SZSE,美利云,2026-03-18,2026-03,连板,3.76,10.02,7.92,DN·阴跌到点,-11.04,-11.04,0.0,1.0,18.05,True,7,3,-4.14,0.3,33.0,True,True,True
