vt_symbol,name,g4,trade_date,n1_date,h,seal,a1,a2,st3,st3c,bias10,bias20,bias30,vr_d0,vr_tm1,touch,tseg
000592.SZSE,平潭发展,yin2,2025-10-22,2025-10-23,5,True,True,True,++,全多(10>20>30),>5,>5,>5,1.451282366877478,1.1010171608632437,14:30,尾14:00~15:00
000592.SZSE,平潭发展,yang4,2025-10-30,2025-10-31,4,True,True,True,++,全多(10>20>30),>5,>5,>5,1.9574633495369955,6.3777945514252075,09:45,早09:30~10:30
000592.SZSE,平潭发展,yang4,2025-11-27,2025-11-28,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.0869534845986086,1.0029386884124138,14:30,尾14:00~15:00
000592.SZSE,平潭发展,yang4,2025-12-01,2025-12-02,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.5945430271645649,1.047354139812721,09:45,早09:30~10:30
000593.SZSE,德龙汇能,yang2,2026-02-24,2026-02-25,1,True,False,False,-+,混合,>5,>5,>5,1.7731421947959387,1.745508560191139,13:15,午13:00~14:00
000593.SZSE,德龙汇能,yin2,2026-05-26,2026-05-27,0,False,False,False,-+,混合,<-5,<-5,-5~0,1.2531892864160583,0.9675641319218146,14:45,尾14:00~15:00
000593.SZSE,德龙汇能,yin4,2026-08-11,2026-08-12,2,True,True,False,+-,混合,>5,>5,>5,0.4914105028047617,1.8748454256419118,09:45,早09:30~10:30
000595.SZSE,新能股份,yin2,2024-03-04,2024-03-05,1,True,False,False,+-,混合,>5,>5,>5,0.9723044405607426,0.44662411242582906,,
000595.SZSE,新能股份,yin2,2024-08-20,2024-08-21,1,True,False,False,-+,混合,>5,0~5,>5,2.986831460314155,0.6827681947523029,,
000595.SZSE,新能股份,yin4,2024-10-22,2024-10-23,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,1.091223877903926,0.5687357602577842,14:30,尾14:00~15:00
000595.SZSE,新能股份,yang4,2024-10-25,2024-10-28,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.169317336789622,1.0355391959196254,13:15,午13:00~14:00
000595.SZSE,新能股份,yin2,2026-07-21,2026-07-22,3,True,True,True,--,全空(10<20<30),0~5,<-5,<-5,0.6371350533411783,1.1252264931693874,09:45,早09:30~10:30
000599.SZSE,青岛双星,yin2,2024-11-08,2024-11-11,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,1.1108554521780591,0.7482009182881425,10:15,早09:30~10:30
000601.SZSE,韶能股份,yin2,2025-04-11,2025-04-14,2,True,True,False,++,全多(10>20>30),0~5,0~5,>5,0.41590779306929127,0.6892275309708947,09:45,早09:30~10:30
000601.SZSE,韶能股份,yin2,2025-04-23,2025-04-24,2,True,True,False,++,全多(10>20>30),>5,>5,>5,1.077833927141655,0.618953241196008,11:15,中10:30~11:30
000601.SZSE,韶能股份,yin2,2026-05-26,2026-05-27,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,1.7939414770690107,0.7131807101425284,10:15,早09:30~10:30
000601.SZSE,韶能股份,yin2,2026-06-01,2026-06-02,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9030406327744075,1.031236757093893,10:30,早09:30~10:30
000601.SZSE,韶能股份,yin2,2026-07-03,2026-07-06,0,False,False,False,--,全空(10<20<30),>5,>5,-5~0,2.7382192661581293,3.1496369502640014,10:15,早09:30~10:30
000603.SZSE,盛达资源,yang2,2026-01-27,2026-01-28,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.4674508274514901,2.1776024221956254,13:45,午13:00~14:00
000603.SZSE,盛达资源,yin2,2026-07-20,2026-07-21,3,True,True,True,--,全空(10<20<30),-5~0,<-5,<-5,1.5423595767830784,1.0781774120463519,14:15,尾14:00~15:00
000608.SZSE,阳光股份,yin4,2024-10-15,2024-10-16,1,True,False,False,++,全多(10>20>30),-5~0,>5,>5,0.7658128409000068,0.5734026056504893,09:45,早09:30~10:30
000608.SZSE,阳光股份,yin2,2024-11-15,2024-11-18,1,True,False,False,++,全多(10>20>30),-5~0,>5,>5,0.37499837519551815,0.5661364753053796,09:45,早09:30~10:30
000608.SZSE,阳光股份,yang2,2024-12-05,2024-12-06,1,True,False,False,-+,混合,>5,>5,>5,0.6986055270576275,0.6453444256874956,09:45,早09:30~10:30
000617.SZSE,中油资本,yin2,2024-10-30,2024-10-31,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.9872329700587077,0.7541974398290009,14:30,尾14:00~15:00
000617.SZSE,中油资本,yang2,2024-11-04,2024-11-05,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.544789172968694,0.5561924008053152,14:00,午13:00~14:00
000617.SZSE,中油资本,yin2,2025-08-26,2025-08-27,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.059088025133938,0.9259709427871579,11:30,中10:30~11:30
000617.SZSE,中油资本,yang2,2025-09-10,2025-09-11,0,False,False,False,++,全多(10>20>30),-5~0,-5~0,>5,1.9555201439939185,0.5040775867507585,11:00,中10:30~11:30
000620.SZSE,盈新发展,yin4,2024-06-03,2024-06-04,1,True,False,False,++,全多(10>20>30),-5~0,>5,>5,1.8249490832433872,0.554458402357659,,
000620.SZSE,盈新发展,yang2,2025-05-06,2025-05-07,0,False,False,False,+-,混合,-5~0,0~5,0~5,1.254399490849427,0.45259384013471665,09:45,早09:30~10:30
000620.SZSE,盈新发展,yin4,2025-11-07,2025-11-10,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.0927600434085876,1.3033404162664222,09:45,早09:30~10:30
000620.SZSE,盈新发展,yin4,2025-11-24,2025-11-25,1,True,False,False,++,全多(10>20>30),-5~0,0~5,>5,0.39444887229675846,0.5023975656955868,09:45,早09:30~10:30
000620.SZSE,盈新发展,yin2,2025-12-12,2025-12-15,1,True,False,False,--,全空(10<20<30),-5~0,-5~0,<-5,1.4322841998207294,0.8079930173363405,10:15,早09:30~10:30
000620.SZSE,盈新发展,yin2,2026-01-15,2026-01-16,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.3158355574261613,0.5239047793930918,13:30,午13:00~14:00
000620.SZSE,盈新发展,yang2,2026-07-09,2026-07-10,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,1.7537859007377754,0.8599711778660819,09:45,早09:30~10:30
000626.SZSE,远大控股,yin2,2024-10-25,2024-10-28,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.2410708245809623,1.8184490012499386,11:30,中10:30~11:30
000626.SZSE,远大控股,yin2,2024-12-04,2024-12-05,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,1.206983360828541,0.6358432212761593,11:00,中10:30~11:30
000628.SZSE,高新发展,yin4,2023-11-03,2023-11-06,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.8892308523298302,2.9541638599735105,,
000628.SZSE,高新发展,yang4,2023-11-06,2023-11-07,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.8388414283473624,1.8892308523298302,,
000628.SZSE,高新发展,yin4,2023-11-22,2023-11-23,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.45231007056912,0.7257904095113901,,
000633.SZSE,合金投资,yin2,2025-11-17,2025-11-18,1,True,False,False,++,全多(10>20>30),>5,>5,>5,2.8917403307382976,3.9639358409738863,10:30,早09:30~10:30
000633.SZSE,合金投资,yin2,2025-11-27,2025-11-28,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.8200887430121396,0.5956472759751448,10:30,早09:30~10:30
000636.SZSE,风华高科,yang2,2026-05-27,2026-05-28,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.1823624185540702,1.708833740109201,09:45,早09:30~10:30
000636.SZSE,风华高科,yin2,2026-06-08,2026-06-09,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.8832758001214845,0.8603333248303555,11:00,中10:30~11:30
000636.SZSE,风华高科,yin2,2026-06-10,2026-06-11,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.0918365923361475,0.9937973233462283,10:00,早09:30~10:30
000636.SZSE,风华高科,yin2,2026-06-12,2026-06-15,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.7976321176063711,1.2701252487531747,10:15,早09:30~10:30
000652.SZSE,泰达股份,yin2,2024-10-11,2024-10-14,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.0361479086949146,0.42840497443606884,13:30,午13:00~14:00
000652.SZSE,泰达股份,yang2,2024-10-25,2024-10-28,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.7785732600084878,1.1978413788497349,09:45,早09:30~10:30
000656.SZSE,金科股份,yang2,2023-06-30,2023-07-03,1,True,False,False,+-,混合,>5,>5,>5,0.27919273641375686,0.8924688727226148,,
000656.SZSE,金科股份,yin2,2023-07-04,2023-07-05,2,True,True,False,+-,混合,>5,>5,>5,1.243542946396434,2.0026965290578422,,
000656.SZSE,金科股份,yin2,2023-07-20,2023-07-21,4,True,True,True,++,全多(10>20>30),>5,>5,>5,1.9001701553492822,0.8604850242017735,,
000656.SZSE,金科股份,yang4,2023-07-28,2023-07-31,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.1719593543298286,2.1562616261899965,,
000657.SZSE,中钨高新,yin2,2025-11-04,2025-11-05,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.1449369606144415,0.7235912672587282,14:45,尾14:00~15:00
000659.SZSE,珠海中富,yin2,2026-01-26,2026-01-27,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.4886091680450388,0.5846256560160044,15:00,尾14:00~15:00
000668.SZSE,荣丰控股,yin2,2026-07-28,2026-07-29,1,True,False,False,--,全空(10<20<30),>5,>5,0~5,0.9659489873152227,1.1126972155470127,13:30,午13:00~14:00
000668.SZSE,荣丰控股,yin2,2026-08-07,2026-08-10,0,False,False,False,+-,混合,>5,>5,>5,2.4932126378573036,1.538091587595464,11:15,中10:30~11:30
000668.SZSE,荣丰控股,yang2,2026-08-12,2026-08-13,0,False,False,False,+-,混合,>5,>5,>5,2.4368198889644317,1.9902295636580438,09:45,早09:30~10:30
000670.SZSE,盈方微,yin2,2023-12-06,2023-12-07,1,True,False,False,++,全多(10>20>30),0~5,0~5,>5,2.496822932223355,0.5612508000668169,,
000670.SZSE,盈方微,yang2,2024-11-07,2024-11-08,2,True,True,False,++,全多(10>20>30),>5,>5,>5,1.1955011572048972,0.6125195830810395,13:30,午13:00~14:00
000670.SZSE,盈方微,yang2,2024-11-27,2024-11-28,1,True,False,False,-+,混合,>5,>5,>5,1.5169457013210483,0.5548377385646083,10:30,早09:30~10:30
000676.SZSE,智度股份,yin2,2023-11-06,2023-11-07,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.7037766100084029,1.9236304425457695,,
000676.SZSE,智度股份,yang2,2023-11-20,2023-11-21,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.2137520363399812,1.1600134378660967,,
000676.SZSE,智度股份,yin2,2024-01-30,2024-01-31,0,False,False,False,--,全空(10<20<30),-5~0,<-5,<-5,1.7640768608905688,0.6195604469214451,,
000676.SZSE,智度股份,yin2,2024-10-18,2024-10-21,3,True,True,True,++,全多(10>20>30),>5,>5,>5,1.1695311386664546,1.2028756921326764,11:15,中10:30~11:30
000678.SZSE,襄阳轴承,yang4,2023-07-18,2023-07-19,0,False,False,False,++,全多(10>20>30),>5,>5,>5,2.1370319296121507,1.6543007240678702,,
000678.SZSE,襄阳轴承,yang2,2024-09-05,2024-09-06,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,0.9076026368465264,0.5448772447187566,09:45,早09:30~10:30
000678.SZSE,襄阳轴承,yang2,2024-09-12,2024-09-13,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.406524451334107,0.6844055406831056,14:15,尾14:00~15:00
000678.SZSE,襄阳轴承,yin2,2024-09-18,2024-09-19,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.207314153189182,1.1446150634102337,10:30,早09:30~10:30
000678.SZSE,襄阳轴承,yang4,2025-04-08,2025-04-09,0,False,False,False,-+,混合,-5~0,<-5,-5~0,1.6123304999719636,1.033464162751117,14:45,尾14:00~15:00
000679.SZSE,大连友谊,yin2,2024-07-16,2024-07-17,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,0.6727167281378795,0.40364721045032725,,
000679.SZSE,大连友谊,yin2,2024-08-27,2024-08-28,0,False,False,False,-+,混合,-5~0,<-5,<-5,1.6024055005735323,0.6216292484672491,09:45,早09:30~10:30
000679.SZSE,大连友谊,yin2,2024-08-29,2024-08-30,1,True,False,False,-+,混合,>5,-5~0,-5~0,1.1428458211963706,0.9885190980823374,13:15,午13:00~14:00
000679.SZSE,大连友谊,yang2,2024-11-28,2024-11-29,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9533800743272605,0.6681985604826648,15:00,尾14:00~15:00
000679.SZSE,大连友谊,yang2,2024-12-10,2024-12-11,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.117776020590105,0.8588839280201269,11:30,中10:30~11:30
000679.SZSE,大连友谊,yin2,2025-01-10,2025-01-13,2,True,True,False,--,全空(10<20<30),-5~0,<-5,<-5,1.1594873241921617,0.649600581513992,13:15,午13:00~14:00
000679.SZSE,大连友谊,yin2,2025-02-14,2025-02-17,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.5086743944250154,0.8237213393126618,15:00,尾14:00~15:00
000679.SZSE,大连友谊,yang2,2026-07-15,2026-07-16,0,False,False,False,--,全空(10<20<30),>5,-5~0,-5~0,2.9399319765652203,0.754923121695688,11:15,中10:30~11:30
000681.SZSE,视觉中国,yang2,2023-04-19,2023-04-20,1,True,False,False,--,全空(10<20<30),>5,,,1.3320447486563487,0.7040642180097499,,
000681.SZSE,视觉中国,yang2,2023-05-09,2023-05-10,1,True,False,False,+-,混合,>5,>5,,1.601577587973117,1.7484550554156035,,
000681.SZSE,视觉中国,yang2,2025-03-05,2025-03-06,1,True,False,False,-+,混合,>5,0~5,>5,2.1558719218788958,0.8533517427171612,11:30,中10:30~11:30
000681.SZSE,视觉中国,yin2,2026-01-28,2026-01-29,0,False,False,False,++,全多(10>20>30),-5~0,-5~0,0~5,1.479021868052458,1.187532214493542,10:15,早09:30~10:30
000681.SZSE,视觉中国,yang2,2026-02-09,2026-02-10,1,True,False,False,-+,混合,>5,>5,>5,2.1335109051846715,1.5617723682940927,11:30,中10:30~11:30
000686.SZSE,东北证券,yang2,2024-10-28,2024-10-29,0,False,False,False,++,全多(10>20>30),>5,>5,>5,6.725299728712698,1.103527917448148,09:45,早09:30~10:30
000686.SZSE,东北证券,yin2,2024-10-30,2024-10-31,0,False,False,False,++,全多(10>20>30),>5,>5,>5,2.6679097025478455,1.9301603517157087,11:15,中10:30~11:30
000688.SZSE,国城矿业,yin2,2025-11-12,2025-11-13,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.3066677802688826,1.30027918773409,10:15,早09:30~10:30
000691.SZSE,亚太实业,yin4,2024-05-20,2024-05-21,0,False,False,False,++,全多(10>20>30),>5,>5,>5,2.007722690040911,0.9827462309177989,,
000695.SZSE,滨海能源,yin2,2024-11-19,2024-11-20,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.4309855417110058,1.1913339987487643,10:30,早09:30~10:30
000695.SZSE,滨海能源,yin4,2025-06-19,2025-06-20,1,True,False,False,-+,混合,-5~0,<-5,0~5,0.803481625475435,0.7851565448942756,09:45,早09:30~10:30
000700.SZSE,模塑科技,yang2,2025-08-19,2025-08-20,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.8161168406211918,0.6684883275142158,10:15,早09:30~10:30
000700.SZSE,模塑科技,yang2,2026-01-05,2026-01-06,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.3005982142284724,1.3835517137207973,10:30,早09:30~10:30
000700.SZSE,模塑科技,yin2,2026-01-20,2026-01-21,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9413062282723103,0.7687834574808031,11:15,中10:30~11:30
000700.SZSE,模塑科技,yin2,2026-06-12,2026-06-15,1,True,False,False,++,全多(10>20>30),-5~0,0~5,>5,0.5495019735215858,0.8486774682416643,10:00,早09:30~10:30
000700.SZSE,模塑科技,yin2,2026-06-25,2026-06-26,0,False,False,False,-+,混合,<-5,<-5,<-5,1.6857570749544661,1.091425013740645,10:00,早09:30~10:30
000701.SZSE,厦门信达,yang2,2025-06-11,2025-06-12,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.4039529033750955,1.5429126310231236,11:15,中10:30~11:30
000702.SZSE,正虹科技,yin4,2024-05-31,2024-06-03,1,True,False,False,++,全多(10>20>30),<-5,0~5,>5,0.8929046549318249,0.5796529568785285,,
000702.SZSE,正虹科技,yin4,2024-06-17,2024-06-18,0,False,False,False,-+,混合,0~5,<-5,-5~0,1.5778807110847533,0.5938396639776747,,
000705.SZSE,浙江震元,yin2,2023-12-19,2023-12-20,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.3826531563096374,1.114791341352857,,
000705.SZSE,浙江震元,yang2,2023-12-25,2023-12-26,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.637713133583288,1.022502288548741,,
000705.SZSE,浙江震元,yang2,2023-12-28,2023-12-29,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.6634623541135048,0.6833170449843775,,
000710.SZSE,贝瑞基因,yin2,2025-02-13,2025-02-14,2,True,True,False,++,全多(10>20>30),>5,>5,>5,0.9456250228073955,1.3986491189637067,09:45,早09:30~10:30
000710.SZSE,贝瑞基因,yin2,2025-03-05,2025-03-06,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.4074827707488349,1.5936051717468265,14:45,尾14:00~15:00
000712.SZSE,锦龙股份,yang2,2023-11-03,2023-11-06,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.291235390232815,0.9266852190395662,,
000712.SZSE,锦龙股份,yin2,2024-08-12,2024-08-13,1,True,False,False,++,全多(10>20>30),-5~0,>5,>5,1.1919715094905508,0.41166526004478915,,
000715.SZSE,中兴商业,yin4,2024-01-12,2024-01-15,0,False,False,False,++,全多(10>20>30),>5,>5,>5,2.318346241156292,4.4039499648545055,,
000716.SZSE,黑芝麻,yang4,2024-12-11,2024-12-12,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.305192547305744,0.6486660420832895,11:30,中10:30~11:30
000717.SZSE,中南股份,yang4,2024-10-16,2024-10-17,0,False,False,False,++,全多(10>20>30),-5~0,>5,>5,1.6668112319664317,0.6101828137988302,13:15,午13:00~14:00
000717.SZSE,中南股份,yang4,2024-10-17,2024-10-18,0,False,False,False,++,全多(10>20>30),-5~0,>5,>5,1.504082020938005,1.6668112319664317,13:15,午13:00~14:00
000719.SZSE,中原传媒,yin2,2023-08-21,2023-08-22,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,1.0782130081224464,0.522043834827954,,
000719.SZSE,中原传媒,yin2,2023-08-28,2023-08-29,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.3563998365090173,0.8006176378866197,,
000720.SZSE,新能泰山,yin2,2026-05-27,2026-05-28,1,True,False,False,-+,混合,0~5,-5~0,-5~0,0.7442277278900825,0.7683403538627326,09:45,早09:30~10:30
000722.SZSE,湖南发展,yang2,2025-04-24,2025-04-25,1,True,False,False,-+,混合,>5,>5,>5,1.699318690528101,0.8250489150205984,14:30,尾14:00~15:00
000723.SZSE,美锦能源,yang2,2024-02-28,2024-02-29,2,True,True,False,+-,混合,>5,>5,>5,2.0012343955722236,2.4592998237124943,,
000725.SZSE,京东方Ａ,yang2,2026-05-25,2026-05-26,0,False,False,False,++,全多(10>20>30),>5,>5,>5,2.0056971326787254,2.306947500103251,13:45,午13:00~14:00
000725.SZSE,京东方Ａ,yang2,2026-06-16,2026-06-17,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.6167582315828761,0.791674838642896,10:00,早09:30~10:30
000733.SZSE,振华科技,yang2,2024-10-18,2024-10-21,0,False,False,False,++,全多(10>20>30),>5,>5,>5,2.1136175410880043,1.3159289495215236,13:15,午13:00~14:00
000735.SZSE,罗 牛 山,yin2,2026-09-03,2026-09-04,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.4169215050318476,0.4811024662753955,11:15,中10:30~11:30
000736.SZSE,中交发展,yin2,2024-02-01,2024-02-02,0,False,False,False,+-,混合,0~5,0~5,0~5,1.0412943723261703,0.8337787621545606,,
000736.SZSE,中交发展,yin2,2024-09-24,2024-09-25,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.452830688325202,1.7781716757985482,09:45,早09:30~10:30
000736.SZSE,中交发展,yin2,2024-10-15,2024-10-16,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,1.8346364401880955,0.6840156188950416,11:15,中10:30~11:30
000737.SZSE,北方铜业,yang2,2024-03-28,2024-03-29,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.0771800846762283,0.7261628807725287,,
000737.SZSE,北方铜业,yang2,2024-04-01,2024-04-02,2,True,True,False,++,全多(10>20>30),>5,>5,>5,1.1637247067525196,2.050096376540229,,
000737.SZSE,北方铜业,yang2,2024-04-17,2024-04-18,1,True,False,False,++,全多(10>20>30),-5~0,>5,>5,1.131376812702116,0.7635078984828294,,
000737.SZSE,北方铜业,yang2,2024-04-19,2024-04-22,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.4096225824296764,1.3096282895560507,,
000750.SZSE,国海证券,yin4,2024-10-17,2024-10-18,0,False,False,False,++,全多(10>20>30),-5~0,>5,>5,1.4750196967296798,0.5381963225515514,14:00,午13:00~14:00
000751.SZSE,锌业股份,yin2,2026-02-26,2026-02-27,0,False,False,False,-+,混合,>5,>5,>5,1.7484367571398802,2.083932503786902,10:00,早09:30~10:30
000753.SZSE,漳州发展,yang2,2025-11-03,2025-11-04,2,True,True,False,++,全多(10>20>30),>5,>5,>5,0.41428422201938453,0.6813680069023921,09:45,早09:30~10:30
000753.SZSE,漳州发展,yin2,2025-11-27,2025-11-28,1,True,False,False,-+,混合,0~5,<-5,-5~0,1.501692710643708,0.6961480014435002,14:00,午13:00~14:00
000759.SZSE,中百集团,yang4,2025-01-15,2025-01-16,1,True,False,False,++,全多(10>20>30),0~5,0~5,>5,1.4229552677800628,0.932482879111127,10:30,早09:30~10:30
000759.SZSE,中百集团,yang2,2026-06-18,2026-06-22,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.3837668708917614,1.1122306440261926,10:45,中10:30~11:30
000759.SZSE,中百集团,yin2,2026-06-26,2026-06-29,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,0.758753033528208,0.7009803664582798,10:30,早09:30~10:30
000766.SZSE,通化金马,yin2,2023-09-08,2023-09-11,5,True,True,True,++,全多(10>20>30),>5,>5,>5,0.506786756899187,0.36561939048979036,,
000766.SZSE,通化金马,yang4,2023-09-26,2023-09-27,0,False,False,False,++,全多(10>20>30),-5~0,>5,>5,1.3786934643622892,0.9901493424832672,,
000766.SZSE,通化金马,yang4,2023-10-11,2023-10-12,2,True,True,False,++,全多(10>20>30),>5,>5,>5,0.8481029991248626,0.7460050703448936,,
000766.SZSE,通化金马,yang2,2023-12-01,2023-12-04,2,True,True,False,++,全多(10>20>30),>5,>5,>5,0.8309733970416836,0.4859057828926893,,
000766.SZSE,通化金马,yin2,2023-12-07,2023-12-08,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.918935584742421,1.1558967244030964,,
000767.SZSE,晋控电力,yin2,2023-07-11,2023-07-12,0,False,False,False,++,全多(10>20>30),>5,>5,>5,2.139022472599297,2.5761583706875273,,
000767.SZSE,晋控电力,yang2,2026-04-20,2026-04-21,0,False,False,False,-+,混合,>5,>5,>5,2.6885581058904733,0.8570375037326617,13:15,午13:00~14:00
000767.SZSE,晋控电力,yang2,2026-05-28,2026-05-29,2,True,True,False,++,全多(10>20>30),>5,>5,>5,0.9670996451386179,1.1735217530832085,09:45,早09:30~10:30
