代码,名称,买入日,四组,方案点,阴阳,地基涨跌%,地基档,距MA5%,距MA10%,距MA20%,距MA30%,站上均线数,MA10位置,MA10斜率%,MA20斜率%,反包结构,断板天数,前板高度,反包收复%,断板回撤%,前板日,链,买入开盘%,次日收%,持有到断板%,月,年
002127.SZSE,南极电商,2024-11-22,二接三阳,—,阳,1.9,小阳0~3,-2.4,-4.6,-2.2,0.0,1,下,1.5,1.7,60日内无板,,,,,,下影-0→实体+2,10.03,-3.97,-3.97,2024-11,2024
002130.SZSE,沃尔核材,2024-03-25,三接四阳,—,阳,0.94,小阳0~3,2.5,4.5,8.9,14.7,4,上,3.87,5.03,断16~60天,24.0,1.0,47.1,0.4,02-06,下影+3→下影+2→一字+10,10.01,1.46,1.46,2024-03,2024
002131.SZSE,利欧股份,2025-01-09,二接三阴,—,阴,-2.07,小阴-3~0,-6.5,-12.8,-23.6,-25.7,0,下,-11.9,-11.05,断16~60天,21.0,7.0,-41.9,-47.9,12-05,下影+0→下影+4,2.62,-3.71,-3.71,2025-01,2025
002131.SZSE,利欧股份,2025-08-20,二接三阳,—,阳,1.25,小阳0~3,0.6,2.1,4.2,7.2,4,上,2.83,2.27,断16~60天,23.0,1.0,17.8,-3.4,07-15,实体+0→下影+5,7.99,-12.29,-12.29,2025-08,2025
002131.SZSE,利欧股份,2026-01-06,二接三阳,—,阳,0.59,小阳0~3,-0.6,0.6,1.3,0.7,3,上,0.99,0.2,60日内无板,,,,,,实体-0→下影+6,2.58,-3.37,-3.37,2026-01,2026
002131.SZSE,利欧股份,2026-01-14,三接四阳,—,阳,2.88,小阳0~3,6.5,17.6,25.4,28.1,4,上,13.04,6.74,断2~3天,3.0,2.0,20.3,1.5,01-05,实体+0→一字+10→一字+10,5.2,4.73,4.73,2026-01,2026
002133.SZSE,广宇集团,2025-04-11,二接三阳,—,阳,2.59,小阳0~3,-3.6,-5.6,-8.5,-9.5,0,下,-4.14,-1.38,断16~60天,35.0,1.0,-5.1,-17.4,02-17,下影-2→下影+3,0.69,-10.09,-10.09,2025-04,2025
002134.SZSE,天津普林,2024-10-24,二接三阴,—,阴,0.07,小阳0~3,10.1,18.4,42.0,53.3,4,上,22.57,15.13,断1天,1.0,2.0,10.0,-4.8,10-18,实体-2→下影+2,-3.66,-0.26,-0.26,2024-10,2024
002134.SZSE,天津普林,2024-10-25,三接四阴,—,阴,0.07,小阳0~3,10.1,18.4,42.0,53.3,4,上,22.57,15.13,断1天,1.0,2.0,10.0,-4.8,10-18,实体-2→下影+2→下影-4,0.26,-5.42,-5.42,2024-10,2024
002136.SZSE,安 纳 达,2025-11-11,二接三阳,—,阳,7.13,巨阳≥5,7.0,10.7,12.8,15.0,4,上,3.61,2.84,60日内无板,,,,,,实体-0→下影+4,-3.2,-6.11,-6.11,2025-11,2025
002137.SZSE,实益达,2023-11-24,二接三阴,—,阴,-1.75,小阴-3~0,-0.2,0.7,4.6,7.4,3,上,3.33,3.9,断16~60天,16.0,1.0,15.1,-4.4,10-30,下影-0→下影+10,7.71,-17.84,-17.84,2023-11,2023
002137.SZSE,实益达,2024-12-23,二接三阴,—,阴,1.02,小阳0~3,-5.0,-6.2,-5.4,-0.6,0,下,-3.59,4.13,断8~15天,12.0,1.0,-7.0,-18.8,12-02,下影-2→一字+10,9.98,10.04,19.87,2024-12,2024
002141.SZSE,贤丰控股,2026-06-18,二接三阳,—,阳,7.93,巨阳≥5,3.2,6.9,3.8,1.2,4,上,0.03,-1.27,断4~7天,4.0,1.0,16.8,-1.8,06-09,下影-1→下影+2,7.48,-4.46,-4.46,2026-06,2026
002141.SZSE,贤丰控股,2026-06-22,三接四阳,—,阳,7.93,巨阳≥5,3.2,6.9,3.8,1.2,4,上,0.03,-1.27,断4~7天,4.0,1.0,16.8,-1.8,06-09,下影-1→下影+2→下影+7,9.98,-4.44,-8.11,2026-06,2026
002141.SZSE,贤丰控股,2026-07-16,二接三阴,—,阴,-9.9,巨阴≤-5,-12.7,-11.1,-6.3,5.5,1,下,1.36,11.17,断4~7天,5.0,2.0,-9.7,-17.9,07-06,下影-3→下影+9,3.21,-2.11,-2.11,2026-07,2026
002146.SZSE,荣盛发展,2023-06-14,三接四阴,—,阴,-10.0,巨阴≤-5,-15.9,-23.5,-26.8,-29.3,0,下,-9.68,-4.6,60日内无板,,,,,,一字+10→一字+10→一字+10,10.26,9.88,6.4,2023-06,2023
002146.SZSE,荣盛发展,2023-07-21,二接三阴,—,阴,1.14,小阳0~3,6.3,6.5,9.3,12.0,4,上,3.92,-0.15,断1天,1.0,1.0,11.4,-3.4,07-17,实体-2→下影+2,-1.85,-2.94,-2.94,2023-07,2023
002146.SZSE,荣盛发展,2023-07-24,三接四阴,—,阴,1.14,小阳0~3,6.3,6.5,9.3,12.0,4,上,3.92,-0.15,断1天,1.0,1.0,11.4,-3.4,07-17,实体-2→下影+2→下影-2,5.46,-3.05,-4.2,2023-07,2023
002146.SZSE,荣盛发展,2024-05-06,二接三阳,—,阳,3.76,大阳3~5,2.2,1.5,-3.7,-6.7,2,上,-4.5,-3.57,60日内无板,,,,,,下影+5→下影+10,1.8,-7.61,-7.61,2024-05,2024
002146.SZSE,荣盛发展,2024-05-20,二接三阳,—,阳,1.83,小阳0~3,1.1,2.0,11.5,11.2,4,上,10.16,2.99,断8~15天,8.0,2.0,10.2,-5.4,04-30,下影-1→下影+3,-0.99,-6.76,-6.76,2024-05,2024
002146.SZSE,荣盛发展,2024-09-30,二接三阳,—,阳,4.69,大阳3~5,5.8,10.3,11.2,6.9,4,上,3.67,-1.39,60日内无板,,,,,,下影-1→下影+4,9.88,2.81,2.81,2024-09,2024
002146.SZSE,荣盛发展,2024-10-08,三接四阳,—,阳,4.69,大阳3~5,5.8,10.3,11.2,6.9,4,上,3.67,-1.39,60日内无板,,,,,,下影-1→下影+4→下影+10,10.11,-15.82,-15.82,2024-10,2024
002146.SZSE,荣盛发展,2024-11-08,三接四阴,—,阴,-1.65,小阴-3~0,1.5,6.4,8.4,15.3,4,上,5.52,4.2,断2~3天,3.0,1.0,10.1,-5.0,10-30,下影-1→下影+10→一字+10,10.04,-5.32,-5.32,2024-11,2024
002146.SZSE,荣盛发展,2025-09-16,二接三阴,—,阴,-0.62,小阴-3~0,1.5,4.4,6.6,8.6,4,上,3.04,2.58,60日内无板,,,,,,下影+0→下影+4,4.15,-6.13,-6.13,2025-09,2025
002148.SZSE,北纬科技,2024-03-22,二接三阴,—,阴,-4.0,大阴-5~-3,2.8,6.5,9.8,13.8,4,上,4.87,7.28,断1天,1.0,1.0,5.5,-4.6,03-18,下影+3→一字+10,10.02,-21.64,-21.64,2024-03,2024
002148.SZSE,北纬科技,2024-12-13,二接三阳,—,阳,2.01,小阳0~3,1.8,2.3,6.4,7.6,4,上,3.31,1.39,断16~60天,52.0,1.0,45.1,-4.6,09-20,实体-1→下影+5,7.0,2.84,2.84,2024-12,2024
002148.SZSE,北纬科技,2024-12-16,三接四阳,—,阳,2.01,小阳0~3,1.8,2.3,6.4,7.6,4,上,3.31,1.39,断16~60天,52.0,1.0,45.1,-4.6,09-20,实体-1→下影+5→下影+7,5.45,-15.81,-15.81,2024-12,2024
002148.SZSE,北纬科技,2025-08-13,二接三阴,—,阴,-8.78,巨阴≤-5,3.7,16.1,24.1,27.1,4,上,13.93,7.22,断1天,1.0,4.0,0.4,-10.0,08-07,下影-6→下影+8,0.0,1.9,1.9,2025-08,2025
002149.SZSE,西部材料,2025-12-09,二接三阳,—,阳,-1.84,小阴-3~0,1.4,7.0,7.3,6.2,4,上,4.25,0.76,60日内无板,,,,,,下影+1→一字+10,10.01,5.76,5.92,2025-12,2025
002150.SZSE,正泰电源,2025-09-05,二接三阳,—,阳,0.77,小阳0~3,1.5,2.0,3.2,4.6,4,上,1.25,0.98,断16~60天,54.0,1.0,22.6,-2.4,06-18,下影+1→一字+10,9.22,0.11,0.11,2025-09,2025
002150.SZSE,正泰电源,2025-09-08,三接四阳,—,阳,0.77,小阳0~3,1.5,2.0,3.2,4.6,4,上,1.25,0.98,断16~60天,54.0,1.0,22.6,-2.4,06-18,下影+1→一字+10→下影+9,9.99,-18.06,-18.06,2025-09,2025
002151.SZSE,北斗星通,2026-01-06,二接三阳,—,阳,-1.01,小阴-3~0,2.8,11.8,20.6,25.4,4,上,12.66,7.39,断2~3天,2.0,1.0,7.7,-6.1,12-26,实体-2→下影+10,0.02,4.97,4.97,2026-01,2026
002151.SZSE,北斗星通,2026-01-07,三接四阳,—,阳,-1.01,小阴-3~0,2.8,11.8,20.6,25.4,4,上,12.66,7.39,断2~3天,2.0,1.0,7.7,-6.1,12-26,实体-2→下影+10→实体+0,6.97,-1.29,-1.29,2026-01,2026
002158.SZSE,汉钟精机,2025-08-19,二接三阴,—,阴,-1.54,小阴-3~0,-0.4,1.8,1.6,1.8,3,上,1.67,0.57,60日内无板,,,,,,实体+0→下影+5,5.67,10.02,-0.63,2025-08,2025
002158.SZSE,汉钟精机,2025-08-20,三接四阴,—,阴,-1.54,小阴-3~0,-0.4,1.8,1.6,1.8,3,上,1.67,0.57,60日内无板,,,,,,实体+0→下影+5→实体+6,2.6,-9.68,-9.68,2025-08,2025
002161.SZSE,远 望 谷,2024-11-21,二接三阴,—,阴,-4.05,大阴-5~-3,-6.0,-8.2,-4.4,-0.2,0,下,0.73,3.98,断8~15天,12.0,1.0,-0.2,-9.6,10-31,一字+10→下影+8,4.76,9.96,-1.01,2024-11,2024
002161.SZSE,远 望 谷,2024-11-22,三接四阴,—,阴,-4.05,大阴-5~-3,-6.0,-8.2,-4.4,-0.2,0,下,0.73,3.98,断8~15天,12.0,1.0,-0.2,-9.6,10-31,一字+10→下影+8→下影+5,7.65,-9.97,-9.97,2024-11,2024
002163.SZSE,海南发展,2024-12-04,二接三阳,—,阳,-0.86,小阴-3~0,0.8,4.8,4.5,10.5,4,上,2.52,4.39,断16~60天,16.0,1.0,3.1,-19.5,11-07,一字+10→下影+10,-0.89,-4.63,-4.63,2024-12,2024
002163.SZSE,海南发展,2025-12-24,三接四阴,—,阴,-5.64,巨阴≤-5,-12.2,-14.3,-9.6,-11.3,0,下,3.41,-0.42,断4~7天,6.0,1.0,-15.8,-24.1,12-10,下影-1→实体+9→一字+10,7.9,6.87,6.87,2025-12,2025
002164.SZSE,宁波东力,2024-02-27,二接三阳,—,阳,2.41,小阳0~3,5.2,7.0,-5.6,-16.4,2,上,-9.97,-10.1,断16~60天,33.0,1.0,-29.3,-50.6,12-28,下影+0→下影+6,3.11,-15.34,-15.34,2024-02,2024
002164.SZSE,宁波东力,2025-01-15,二接三阴,—,阴,-2.24,小阴-3~0,0.0,-2.1,-6.3,-10.6,1,下,-3.14,-5.28,60日内无板,,,,,,下影-1→下影+4,9.98,10.02,-0.94,2025-01,2025
002164.SZSE,宁波东力,2025-01-16,三接四阴,—,阴,-2.24,小阴-3~0,0.0,-2.1,-6.3,-10.6,1,下,-3.14,-5.28,60日内无板,,,,,,下影-1→下影+4→下影+10,-0.94,-9.96,-9.96,2025-01,2025
002164.SZSE,宁波东力,2025-03-20,三接四阴,—,阴,1.59,小阳0~3,4.3,7.6,13.0,17.9,4,上,5.09,5.29,断8~15天,8.0,1.0,20.9,-2.6,03-04,实体+3→下影+10→一字+10,10.0,1.6,1.6,2025-03,2025
002164.SZSE,宁波东力,2025-05-06,二接三阴,—,阴,-4.5,大阴-5~-3,-2.1,0.6,0.8,-8.4,2,上,4.7,-4.79,断2~3天,3.0,1.0,3.4,-6.3,04-23,实体+3→下影+1,7.68,-1.82,-1.82,2025-05,2025
002165.SZSE,红 宝 丽,2024-11-13,三接四阳,—,阳,2.53,小阳0~3,3.0,3.1,6.6,9.1,4,上,2.83,1.2,60日内无板,,,,,,下影+1→一字+10→一字+10,0.93,-12.79,-12.79,2024-11,2024
002165.SZSE,红 宝 丽,2025-04-17,二接三阳,B2,阳,5.99,巨阳≥5,9.1,16.3,29.4,40.6,4,上,9.82,12.08,断4~7天,4.0,1.0,25.5,-10.0,04-08,实体-4→下影-2,5.08,9.96,11.53,2025-04,2025
002165.SZSE,红 宝 丽,2025-04-18,三接四阳,—,阳,5.99,巨阳≥5,9.1,16.3,29.4,40.6,4,上,9.82,12.08,断4~7天,4.0,1.0,25.5,-10.0,04-08,实体-4→下影-2→实体+5,3.14,1.43,1.43,2025-04,2025
002167.SZSE,东方锆业,2026-06-24,三接四阴,—,阴,-4.12,大阴-5~-3,0.8,4.0,7.5,9.5,4,上,3.28,4.35,断8~15天,10.0,1.0,9.5,-15.1,06-03,一字+10→一字+10→一字+10,0.46,6.1,6.1,2026-06,2026
002167.SZSE,东方锆业,2026-07-02,二接三阴,—,阴,-6.96,巨阴≤-5,-4.8,9.1,24.9,34.2,3,上,25.05,13.95,断2~3天,3.0,4.0,2.8,-9.2,06-24,下影-3→实体+1,-3.17,-6.25,-6.25,2026-07,2026
002172.SZSE,澳洋健康,2026-08-17,三接四阳,—,阳,0.0,小阳0~3,2.6,4.4,7.3,10.0,4,上,4.21,3.18,60日内无板,,,,,,实体-1→一字+10→一字+10,3.52,-10.02,-10.02,2026-08,2026
002173.SZSE,创新医疗,2025-08-14,二接三阳,—,阳,6.36,巨阳≥5,9.0,17.4,23.0,23.4,4,上,8.31,4.26,断2~3天,2.0,1.0,17.9,-1.8,08-07,实体-3→下影+3,4.99,7.02,7.02,2025-08,2025
002173.SZSE,创新医疗,2025-08-15,三接四阳,—,阳,6.36,巨阳≥5,9.0,17.4,23.0,23.4,4,上,8.31,4.26,断2~3天,2.0,1.0,17.9,-1.8,08-07,实体-3→下影+3→下影+5,7.18,-2.59,-2.59,2025-08,2025
002177.SZSE,御银股份,2025-08-22,三接四阳,—,阳,-0.15,小阴-3~0,1.2,3.6,4.2,2.3,4,上,2.28,-0.08,断16~60天,53.0,5.0,-2.1,-18.5,06-04,实体+3→下影+0→一字+10,3.85,-4.3,-4.3,2025-08,2025
002177.SZSE,御银股份,2025-12-31,二接三阳,—,阳,0.14,小阳0~3,1.4,1.8,4.2,3.8,4,上,2.47,0.69,60日内无板,,,,,,下影-1→下影+10,-1.75,-8.4,-8.4,2025-12,2025
002178.SZSE,延华智能,2023-11-16,二接三阳,—,阳,4.14,大阳3~5,1.1,2.1,6.7,8.0,4,上,4.39,1.86,断8~15天,10.0,1.0,14.6,-2.4,10-30,实体+1→一字+10,2.25,2.98,10.52,2023-11,2023
002178.SZSE,延华智能,2024-01-08,二接三阳,—,阳,0.39,小阳0~3,1.2,1.9,-1.6,-4.6,2,上,-2.31,-2.63,断16~60天,32.0,1.0,-14.0,-26.4,11-17,下影-0→下影+10,4.35,-8.36,-8.36,2024-01,2024
002178.SZSE,延华智能,2024-06-21,二接三阳,—,阳,5.35,巨阳≥5,2.0,2.9,-5.6,-11.0,2,上,-6.55,-5.74,60日内无板,,,,,,实体+2→下影+5,9.61,-16.11,-16.11,2024-06,2024
002178.SZSE,延华智能,2024-10-09,三接四阳,—,阳,1.35,小阳0~3,1.9,4.2,5.8,7.8,4,上,3.36,2.5,60日内无板,,,,,,实体+1→一字+10→一字+10,4.01,-10.02,-10.02,2024-10,2024
002178.SZSE,延华智能,2024-10-31,二接三阳,—,阳,3.38,大阳3~5,5.1,8.1,15.3,26.5,4,上,2.93,9.77,断2~3天,3.0,1.0,13.3,-3.7,10-23,下影+0→下影+4,10.04,-9.95,-9.95,2024-10,2024
002178.SZSE,延华智能,2024-11-01,三接四阳,—,阳,3.38,大阳3~5,5.1,8.1,15.3,26.5,4,上,2.93,9.77,断2~3天,3.0,1.0,13.3,-3.7,10-23,下影+0→下影+4→下影+10,9.95,-9.91,21.81,2024-11,2024
002178.SZSE,延华智能,2024-11-07,三接四阴,A2,阴,-9.95,巨阴≤-5,2.7,14.2,23.6,38.2,4,上,15.16,14.15,断1天,1.0,3.0,-1.0,-9.9,10-31,实体-10→下影+10→一字+10,10.0,1.55,1.55,2024-11,2024
002181.SZSE,粤 传 媒,2024-12-12,二接三阴,—,阴,0.0,小阳0~3,7.0,8.0,14.6,18.5,4,上,4.59,4.1,断1天,1.0,1.0,10.0,-1.7,12-06,下影+1→下影-1,0.3,9.97,5.26,2024-12,2024
002181.SZSE,粤 传 媒,2024-12-13,三接四阴,—,阴,0.0,小阳0~3,7.0,8.0,14.6,18.5,4,上,4.59,4.1,断1天,1.0,1.0,10.0,-1.7,12-06,下影+1→下影-1→下影+0,2.08,-4.28,-4.28,2024-12,2024
002181.SZSE,粤 传 媒,2024-12-19,二接三阴,—,阴,-4.28,大阴-5~-3,7.7,25.4,40.0,50.5,4,上,20.79,14.84,断1天,1.0,4.0,5.3,-7.9,12-13,实体-0→实体+4,10.0,-9.98,-9.98,2024-12,2024
002181.SZSE,粤 传 媒,2025-06-11,二接三阴,—,阴,-2.88,小阴-3~0,1.8,5.1,6.9,8.5,4,上,3.04,1.9,60日内无板,,,,,,下影+1→下影+5,5.04,10.04,-0.99,2025-06,2025
002181.SZSE,粤 传 媒,2025-06-12,三接四阴,—,阴,-2.88,小阴-3~0,1.8,5.1,6.9,8.5,4,上,3.04,1.9,60日内无板,,,,,,下影+1→下影+5→实体+5,5.33,-10.02,-10.02,2025-06,2025
002181.SZSE,粤 传 媒,2025-09-11,二接三阳,—,阳,0.38,小阳0~3,4.1,6.5,8.9,9.3,4,上,2.82,1.59,60日内无板,,,,,,下影-1→下影-1,2.09,-12.52,-12.52,2025-09,2025
002181.SZSE,粤 传 媒,2025-11-04,二接三阴,—,阴,-1.64,小阴-3~0,1.1,4.6,11.3,12.3,4,上,7.98,4.99,断2~3天,2.0,1.0,5.3,-5.5,10-28,下影+2→一字+10,9.92,3.14,3.14,2025-11,2025
002183.SZSE,怡 亚 通,2024-10-29,二接三阳,—,阳,-1.13,小阴-3~0,4.7,11.5,15.9,25.6,4,上,3.67,8.56,断8~15天,13.0,1.0,22.6,-9.7,09-30,下影+3→一字+10,10.0,1.37,1.37,2024-10,2024
002184.SZSE,海得控制,2025-01-03,二接三阴,—,阴,0.0,小阳0~3,0.2,-1.9,-7.6,-8.1,1,下,-6.88,-1.66,断16~60天,27.0,1.0,-11.6,-21.9,11-21,实体+0→下影-1,10.04,9.97,31.75,2025-01,2025
002184.SZSE,海得控制,2025-01-06,三接四阴,—,阴,0.0,小阳0~3,0.2,-1.9,-7.6,-8.1,1,下,-6.88,-1.66,断16~60天,27.0,1.0,-11.6,-21.9,11-21,实体+0→下影-1→下影+10,0.57,10.03,19.81,2025-01,2025
002185.SZSE,华天科技,2024-02-08,二接三阴,—,阴,-5.49,巨阴≤-5,-8.0,-13.2,-18.1,-22.0,0,下,-6.91,-5.86,60日内无板,,,,,,实体-3→下影+1,1.55,10.01,8.6,2024-02,2024
002185.SZSE,华天科技,2026-05-27,二接三阳,—,阳,1.58,小阳0~3,0.9,3.7,10.5,14.6,4,上,6.67,5.06,60日内无板,,,,,,下影+4→下影+10,5.78,4.63,4.63,2026-05,2026
002187.SZSE,广百股份,2024-11-29,二接三阳,—,阳,2.38,小阳0~3,2.4,3.7,3.3,5.9,4,上,-0.59,1.58,60日内无板,,,,,,下影-1→下影+1,6.78,-12.47,-12.47,2024-11,2024
002187.SZSE,广百股份,2024-12-16,二接三阳,—,阳,5.11,巨阳≥5,3.4,-0.7,8.8,12.4,3,下,6.0,3.51,断4~7天,6.0,1.0,0.8,-15.0,12-03,下影+1→下影+5,2.76,-15.87,-15.87,2024-12,2024
002187.SZSE,广百股份,2025-01-17,二接三阳,B2,阳,1.46,小阳0~3,3.4,9.2,15.3,16.9,4,上,8.59,2.86,断2~3天,2.0,1.0,10.6,-10.6,01-10,下影-3→实体-4,4.57,-11.82,-11.82,2025-01,2025
002188.SZSE,中天服务,2025-12-19,二接三阴,—,阴,-0.53,小阴-3~0,-1.8,-5.6,-7.8,-10.0,0,下,-4.02,-3.67,60日内无板,,,,,,下影+0→下影-3,4.86,-9.91,-9.91,2025-12,2025
002188.SZSE,中天服务,2025-12-22,三接四阴,—,阴,-0.53,小阴-3~0,-1.8,-5.6,-7.8,-10.0,0,下,-4.02,-3.67,60日内无板,,,,,,下影+0→下影-3→实体+5,10.04,-20.44,-20.44,2025-12,2025
002189.SZSE,中光学,2025-06-27,二接三阴,—,阴,1.23,小阳0~3,3.9,6.7,8.1,8.9,4,上,1.97,0.84,断16~60天,35.0,1.0,26.7,-1.3,04-30,下影+2→一字+10,10.02,4.27,6.7,2025-06,2025
002190.SZSE,成飞集成,2025-05-12,三接四阳,A1,阳,0.72,小阳0~3,2.0,3.4,4.9,1.7,4,上,1.71,-0.97,60日内无板,,,,,,下影+5→下影+10→一字+10,9.02,10.0,73.4,2025-05,2025
002190.SZSE,成飞集成,2025-08-22,二接三阴,—,阴,0.11,小阳0~3,0.5,-1.0,2.0,2.3,3,下,2.39,0.62,断8~15天,9.0,1.0,3.6,-8.6,08-06,下影+0→下影+5,5.98,10.0,14.76,2025-08,2025
002190.SZSE,成飞集成,2025-08-25,三接四阴,A2,阴,0.11,小阳0~3,0.5,-1.0,2.0,2.3,3,下,2.39,0.62,断8~15天,9.0,1.0,3.6,-8.6,08-06,下影+0→下影+5→下影+6,4.8,4.32,4.32,2025-08,2025
002192.SZSE,融捷股份,2024-10-08,二接三阳,—,阳,3.85,大阳3~5,4.9,5.5,5.9,5.9,4,上,0.56,0.47,断16~60天,53.0,1.0,9.7,-10.7,07-11,下影+3→下影+5,10.01,-11.38,-11.38,2024-10,2024
002192.SZSE,融捷股份,2026-03-26,二接三阳,—,阳,0.36,小阳0~3,-1.7,-4.4,-4.8,-2.6,0,下,-0.66,0.82,60日内无板,,,,,,下影+8→下影+8,4.03,10.0,15.61,2026-03,2026
002192.SZSE,融捷股份,2026-03-27,三接四阳,A1,阳,0.36,小阳0~3,-1.7,-4.4,-4.8,-2.6,0,下,-0.66,0.82,60日内无板,,,,,,下影+8→下影+8→下影+4,3.41,5.1,5.1,2026-03,2026
002194.SZSE,武汉凡谷,2024-11-21,二接三阳,—,阳,5.71,巨阳≥5,8.5,12.0,17.4,23.2,4,上,6.61,6.1,断2~3天,2.0,1.0,16.5,-9.9,11-14,下影-4→实体+3,8.87,-15.28,-15.28,2024-11,2024
002195.SZSE,岩山科技,2024-12-04,二接三阳,—,阳,3.37,大阳3~5,1.9,9.0,10.6,15.1,4,上,4.33,4.9,断2~3天,3.0,1.0,8.3,-7.8,11-26,下影+2→下影+6,10.09,9.98,10.79,2024-12,2024
002195.SZSE,岩山科技,2024-12-05,三接四阳,—,阳,3.37,大阳3~5,1.9,9.0,10.6,15.1,4,上,4.33,4.9,断2~3天,3.0,1.0,8.3,-7.8,11-26,下影+2→下影+6→下影+10,-2.44,0.74,0.74,2024-12,2024
002195.SZSE,岩山科技,2025-03-07,二接三阳,—,阳,-0.38,小阴-3~0,2.6,3.5,5.3,11.3,4,上,0.84,5.45,断16~60天,19.0,1.0,27.9,-0.9,02-05,下影+1→下影+5,10.0,-8.51,-8.51,2025-03,2025
002195.SZSE,岩山科技,2026-01-08,三接四阳,A1,阳,2.01,小阳0~3,2.0,3.5,3.8,3.1,4,上,1.98,-0.18,60日内无板,,,,,,一字+10→一字+10→一字+10,2.44,-0.29,-0.29,2026-01,2026
002196.SZSE,方正电机,2024-08-01,二接三阳,—,阳,0.5,小阳0~3,2.1,2.0,0.5,-0.5,3,上,-1.22,-1.14,60日内无板,,,,,,下影-1→下影+4,9.98,-2.96,-2.96,2024-08,2024
002196.SZSE,方正电机,2025-03-11,二接三阴,—,阴,-0.27,小阴-3~0,5.7,5.7,11.5,15.3,4,上,5.43,3.88,断1天,1.0,1.0,9.7,-1.6,03-05,实体+3→一字+10,1.7,2.58,2.58,2025-03,2025
002196.SZSE,方正电机,2025-03-12,三接四阴,—,阴,-0.27,小阴-3~0,5.7,5.7,11.5,15.3,4,上,5.43,3.88,断1天,1.0,1.0,9.7,-1.6,03-05,实体+3→一字+10→实体+2,10.01,-0.38,-0.38,2025-03,2025
002197.SZSE,证通电子,2026-07-23,二接三阳,—,阳,4.73,大阳3~5,2.1,2.5,-0.3,-2.9,2,上,-2.02,-2.65,60日内无板,,,,,,下影-1→实体+8,0.43,-10.04,-10.04,2026-07,2026
002199.SZSE,东晶电子,2023-06-27,二接三阳,—,阳,-0.39,小阴-3~0,2.0,2.6,2.7,4.9,4,上,0.08,0.8,60日内无板,,,,,,下影-0→下影+10,0.22,-9.97,-9.97,2023-06,2023
002199.SZSE,东晶电子,2024-06-14,二接三阳,—,阳,4.18,大阳3~5,0.4,-6.5,-11.7,-14.0,1,下,-8.19,-4.58,60日内无板,,,,,,实体+0→下影-1,3.32,10.0,31.75,2024-06,2024
002199.SZSE,东晶电子,2024-06-17,三接四阳,—,阳,4.18,大阳3~5,0.4,-6.5,-11.7,-14.0,1,下,-8.19,-4.58,60日内无板,,,,,,实体+0→下影-1→下影+3,8.25,9.96,19.77,2024-06,2024
002199.SZSE,东晶电子,2024-10-18,二接三阳,—,阳,-0.14,小阴-3~0,0.3,4.5,12.2,10.4,4,上,11.11,1.44,断2~3天,3.0,1.0,5.8,-9.7,10-10,下影-0→下影+2,3.81,9.96,11.43,2024-10,2024
002199.SZSE,东晶电子,2024-10-21,三接四阳,—,阳,-0.14,小阴-3~0,0.3,4.5,12.2,10.4,4,上,11.11,1.44,断2~3天,3.0,1.0,5.8,-9.7,10-10,下影-0→下影+2→下影+4,-5.97,1.33,1.33,2024-10,2024
002199.SZSE,东晶电子,2026-07-30,二接三阴,—,阴,-6.27,巨阴≤-5,4.2,0.8,-3.6,-7.0,2,上,-5.76,-3.35,断1天,1.0,2.0,3.1,-10.0,07-24,实体-3→下影-3,-0.97,-7.2,-7.2,2026-07,2026
002201.SZSE,九鼎新材,2026-04-23,二接三阳,—,阳,3.6,大阳3~5,3.9,7.0,10.1,9.2,4,上,3.03,1.81,断16~60天,53.0,1.0,-14.4,-37.0,01-26,下影-1→实体+0,4.31,-15.73,-15.73,2026-04,2026
002202.SZSE,金风科技,2026-01-08,二接三阴,—,阴,6.96,巨阳≥5,5.1,14.5,23.2,29.6,4,上,11.63,8.36,断2~3天,3.0,1.0,10.8,-10.2,12-29,下影-3→下影+2,-1.52,9.99,16.91,2026-01,2026
002202.SZSE,金风科技,2026-01-09,三接四阴,—,阴,6.96,巨阳≥5,5.1,14.5,23.2,29.6,4,上,11.63,8.36,断2~3天,3.0,1.0,10.8,-10.2,12-29,下影-3→下影+2→下影-2,9.99,9.99,6.29,2026-01,2026
002204.SZSE,大连重工,2025-03-24,三接四阳,—,阳,0.0,小阳0~3,0.9,1.2,3.2,3.9,4,上,1.9,1.28,60日内无板,,,,,,下影-0→一字+10→一字+10,10.0,1.17,1.17,2025-03,2025
002208.SZSE,合肥城建,2025-10-14,二接三阳,—,阳,7.31,巨阳≥5,8.3,16.0,19.3,20.1,4,上,5.92,3.77,断2~3天,3.0,1.0,18.5,-4.8,09-26,下影-4→下影+3,9.97,-3.59,-3.59,2025-10,2025
002208.SZSE,合肥城建,2025-10-15,三接四阳,—,阳,7.31,巨阳≥5,8.3,16.0,19.3,20.1,4,上,5.92,3.77,断2~3天,3.0,1.0,18.5,-4.8,09-26,下影-4→下影+3→下影+10,5.12,-3.59,6.2,2025-10,2025
002208.SZSE,合肥城建,2026-05-14,二接三阳,—,阳,5.24,巨阳≥5,4.3,10.3,15.0,17.7,4,上,6.5,5.47,断16~60天,52.0,1.0,5.0,-28.7,02-12,下影+3→实体+0,5.61,4.85,4.85,2026-05,2026
002209.SZSE,达 意 隆,2024-03-04,三接四阳,—,阳,4.71,大阳3~5,9.1,19.8,7.9,-2.9,3,上,-1.4,-6.73,60日内无板,,,,,,下影+0→一字+10→一字+10,10.04,-24.64,-24.64,2024-03,2024
